Energy (in eV), backscattering yield of material al2k-NASCAP at incidence 40.0 degree
1040.0, 0.31181788
1050.0, 0.3116404
1060.0, 0.31146327
1070.0, 0.31128645
1080.0, 0.31110996
1090.0, 0.31093377
1100.0, 0.31075794
1110.0, 0.3105824
1120.0, 0.3104072
1130.0, 0.31023228
1140.0, 0.3100577
1150.0, 0.30988345
1160.0, 0.30970952
1170.0, 0.3095359
1180.0, 0.3093626
1190.0, 0.30918962
1200.0, 0.30901694
1210.0, 0.3088446
1220.0, 0.30867255
1230.0, 0.30850083
1240.0, 0.30832943
1250.0, 0.3081583
1260.0, 0.30798754
1270.0, 0.30781707
1280.0, 0.3076469
1290.0, 0.30747706
1300.0, 0.3073075
1310.0, 0.3071383
1320.0, 0.30696937
1330.0, 0.30680078
1340.0, 0.3066325
1350.0, 0.3064645
1360.0, 0.3062968
1370.0, 0.30612943
1380.0, 0.30596235
1390.0, 0.3057956
1400.0, 0.30562913
1410.0, 0.305463
1420.0, 0.30529714
1430.0, 0.30513158
1440.0, 0.30496633
1450.0, 0.3048014
1460.0, 0.30463678
1470.0, 0.30447242
1480.0, 0.3043084
1490.0, 0.30414468
1500.0, 0.30398124
1510.0, 0.3038181
1520.0, 0.30365527
1530.0, 0.30349275
1540.0, 0.3033305
1550.0, 0.30316857
1560.0, 0.30300692
1570.0, 0.3028456
1580.0, 0.30268455
1590.0, 0.3025238
1600.0, 0.3023633
1610.0, 0.30220318
1620.0, 0.3020433
1630.0, 0.30188373
1640.0, 0.30172443
1650.0, 0.30156544
1660.0, 0.30140677
1670.0, 0.30124834
1680.0, 0.30109024
1690.0, 0.3009324
1700.0, 0.30077487
1710.0, 0.30061764
1720.0, 0.30046067
1730.0, 0.30030403
1740.0, 0.30014762
1750.0, 0.29999155
1760.0, 0.29983574
1770.0, 0.29968023
1780.0, 0.299525
1790.0, 0.29937005
1800.0, 0.29921538
1810.0, 0.299061
1820.0, 0.29890692
1830.0, 0.2987531
1840.0, 0.2985996
1850.0, 0.29844636
1860.0, 0.2982934
1870.0, 0.2981407
1880.0, 0.29798833
1890.0, 0.2978362
1900.0, 0.29768437
1910.0, 0.2975328
1920.0, 0.29738155
1930.0, 0.29723054
1940.0, 0.29707983
1950.0, 0.2969294
1960.0, 0.29677922
1970.0, 0.29662934
1980.0, 0.29647973
1990.0, 0.2963304
2000.0, 0.29618132
2010.0, 0.29603255
2020.0, 0.29588404
2030.0, 0.2957358
2040.0, 0.29558784
2050.0, 0.29544017
2060.0, 0.29529274
2070.0, 0.2951456
2080.0, 0.29499874
2090.0, 0.29485214
2100.0, 0.29470578
2110.0, 0.29455972
2120.0, 0.29441395
2130.0, 0.29426843
2140.0, 0.29412317
2150.0, 0.29397818
2160.0, 0.29383346
2170.0, 0.293689
2180.0, 0.29354483
2190.0, 0.2934009
2200.0, 0.29325727
2210.0, 0.2931139
2220.0, 0.29297078
2230.0, 0.2928279
2240.0, 0.29268533
2250.0, 0.292543
2260.0, 0.29240093
2270.0, 0.29225916
2280.0, 0.2921176
2290.0, 0.29197633
2300.0, 0.2918353
2310.0, 0.29169455
2320.0, 0.29155406
2330.0, 0.29141384
2340.0, 0.29127386
2350.0, 0.29113415
2360.0, 0.2909947
2370.0, 0.2908555
2380.0, 0.29071656
2390.0, 0.2905779
2400.0, 0.29043946
2410.0, 0.2903013
2420.0, 0.29016337
2430.0, 0.2900257
2440.0, 0.28988832
2450.0, 0.28975117
2460.0, 0.28961426
2470.0, 0.28947765
2480.0, 0.28934127
2490.0, 0.28920513
2500.0, 0.28906924
2510.0, 0.2889336
2520.0, 0.28879824
2530.0, 0.28866312
2540.0, 0.28852823
2550.0, 0.28839362
2560.0, 0.28825927
2570.0, 0.28812513
2580.0, 0.28799123
2590.0, 0.28785762
2600.0, 0.28772423
2610.0, 0.2875911
2620.0, 0.2874582
2630.0, 0.2873256
2640.0, 0.2871932
2650.0, 0.28706107
2660.0, 0.28692916
2670.0, 0.2867975
2680.0, 0.2866661
2690.0, 0.28653494
2700.0, 0.286404
2710.0, 0.28627333
2720.0, 0.2861429
2730.0, 0.2860127
2740.0, 0.28588274
2750.0, 0.28575304
2760.0, 0.28562355
2770.0, 0.28549436
2780.0, 0.28536537
2790.0, 0.2852366
2800.0, 0.28510812
2810.0, 0.28497985
2820.0, 0.2848518
2830.0, 0.28472403
2840.0, 0.28459647
2850.0, 0.28446916
2860.0, 0.28434208
2870.0, 0.2842152
2880.0, 0.2840886
2890.0, 0.28396225
2900.0, 0.28383613
2910.0, 0.2837102
2920.0, 0.28358454
2930.0, 0.28345913
2940.0, 0.28333393
2950.0, 0.28320897
2960.0, 0.2830842
2970.0, 0.28295973
2980.0, 0.28283545
2990.0, 0.28271142
3000.0, 0.28258762
3010.0, 0.28246403
3020.0, 0.2823407
3030.0, 0.2822176
3040.0, 0.28209472
3050.0, 0.28197205
3060.0, 0.28184962
3070.0, 0.28172743
3080.0, 0.28160545
3090.0, 0.2814837
3100.0, 0.2813622
3110.0, 0.28124094
3120.0, 0.28111985
3130.0, 0.28099903
3140.0, 0.28087842
3150.0, 0.28075802
3160.0, 0.28063786
3170.0, 0.28051794
3180.0, 0.28039822
3190.0, 0.28027874
3200.0, 0.28015947
3210.0, 0.28004044
3220.0, 0.27992162
3230.0, 0.279803
3240.0, 0.27968463
3250.0, 0.2795665
3260.0, 0.27944857
3270.0, 0.27933085
3280.0, 0.27921337
3290.0, 0.27909607
3300.0, 0.27897903
3310.0, 0.2788622
3320.0, 0.2787456
3330.0, 0.27862918
3340.0, 0.278513
3350.0, 0.27839705
3360.0, 0.2782813
3370.0, 0.27816576
3380.0, 0.27805045
3390.0, 0.27793536
3400.0, 0.2778205
3410.0, 0.27770582
3420.0, 0.27759135
3430.0, 0.27747712
3440.0, 0.2773631
3450.0, 0.2772493
3460.0, 0.2771357
3470.0, 0.2770223
3480.0, 0.27690914
3490.0, 0.2767962
3500.0, 0.27668342
3510.0, 0.2765709
3520.0, 0.27645856
3530.0, 0.27634645
3540.0, 0.27623454
3550.0, 0.27612287
3560.0, 0.27601138
3570.0, 0.2759001
3580.0, 0.27578902
3590.0, 0.27567816
3600.0, 0.27556753
3610.0, 0.27545705
3620.0, 0.27534685
3630.0, 0.2752368
3640.0, 0.275127
3650.0, 0.27501735
3660.0, 0.27490795
3670.0, 0.27479875
3680.0, 0.27468973
3690.0, 0.27458096
3700.0, 0.27447236
3710.0, 0.27436396
3720.0, 0.27425578
3730.0, 0.27414778
3740.0, 0.27404
3750.0, 0.27393243
3760.0, 0.27382505
3770.0, 0.27371788
3780.0, 0.27361092
3790.0, 0.27350414
3800.0, 0.27339756
3810.0, 0.2732912
3820.0, 0.27318504
3830.0, 0.27307907
3840.0, 0.2729733
3850.0, 0.27286774
3860.0, 0.27276233
3870.0, 0.2726572
3880.0, 0.2725522
3890.0, 0.2724474
3900.0, 0.27234283
3910.0, 0.27223846
3920.0, 0.27213427
3930.0, 0.27203026
3940.0, 0.27192646
3950.0, 0.27182284
3960.0, 0.27171946
3970.0, 0.27161625
3980.0, 0.27151322
3990.0, 0.2714104
4000.0, 0.27130777
4010.0, 0.2712053
4020.0, 0.27110308
4030.0, 0.271001
4040.0, 0.27089915
4050.0, 0.2707975
4060.0, 0.270696
4070.0, 0.27059472
4080.0, 0.27049363
4090.0, 0.27039275
4100.0, 0.270292
4110.0, 0.2701915
4120.0, 0.27009115
4130.0, 0.269991
4140.0, 0.26989105
4150.0, 0.26979128
4160.0, 0.2696917
4170.0, 0.26959231
4180.0, 0.2694931
4190.0, 0.26939407
4200.0, 0.26929525
4210.0, 0.2691966
4220.0, 0.26909813
4230.0, 0.26899987
4240.0, 0.26890177
4250.0, 0.26880386
4260.0, 0.26870617
4270.0, 0.26860863
4280.0, 0.26851127
4290.0, 0.2684141
4300.0, 0.2683171
4310.0, 0.2682203
4320.0, 0.26812372
4330.0, 0.26802728
4340.0, 0.267931
4350.0, 0.26783493
4360.0, 0.26773906
4370.0, 0.26764333
4380.0, 0.26754782
4390.0, 0.26745248
4400.0, 0.26735732
4410.0, 0.2672623
4420.0, 0.2671675
4430.0, 0.2670729
4440.0, 0.26697844
4450.0, 0.26688418
4460.0, 0.26679006
4470.0, 0.26669616
4480.0, 0.26660243
4490.0, 0.26650885
4500.0, 0.26641548
4510.0, 0.26632226
4520.0, 0.26622924
4530.0, 0.26613638
4540.0, 0.2660437
4550.0, 0.2659512
4560.0, 0.2658589
4570.0, 0.2657667
4580.0, 0.26567474
4590.0, 0.26558295
4600.0, 0.2654913
4610.0, 0.26539984
4620.0, 0.26530856
4630.0, 0.26521745
4640.0, 0.26512653
4650.0, 0.26503575
4660.0, 0.26494515
4670.0, 0.26485473
4680.0, 0.26476446
4690.0, 0.2646744
4700.0, 0.26458448
4710.0, 0.26449475
4720.0, 0.26440516
4730.0, 0.26431575
4740.0, 0.26422656
4750.0, 0.26413748
4760.0, 0.26404858
4770.0, 0.26395985
4780.0, 0.26387128
4790.0, 0.2637829
4800.0, 0.26369467
4810.0, 0.26360664
4820.0, 0.26351875
4830.0, 0.263431
4840.0, 0.26334348
4850.0, 0.26325607
4860.0, 0.26316887
4870.0, 0.2630818
4880.0, 0.26299492
4890.0, 0.2629082
4900.0, 0.26282164
4910.0, 0.26273522
4920.0, 0.262649
4930.0, 0.26256293
4940.0, 0.262477
4950.0, 0.26239127
4960.0, 0.26230568
4970.0, 0.26222026
4980.0, 0.26213503
4990.0, 0.2620499
5000.0, 0.261965
5010.0, 0.26188022
5020.0, 0.2617956
5030.0, 0.26171115
5040.0, 0.26162687
5050.0, 0.26154274
5060.0, 0.26145875
5070.0, 0.26137495
5080.0, 0.2612913
5090.0, 0.26120782
5100.0, 0.2611245
5110.0, 0.2610413
5120.0, 0.26095828
5130.0, 0.26087543
5140.0, 0.26079273
5150.0, 0.2607102
5160.0, 0.2606278
5170.0, 0.26054558
5180.0, 0.2604635
5190.0, 0.26038158
5200.0, 0.26029983
5210.0, 0.26021823
5220.0, 0.26013678
5230.0, 0.26005545
5240.0, 0.25997433
5250.0, 0.25989333
5260.0, 0.2598125
5270.0, 0.25973183
5280.0, 0.2596513
5290.0, 0.25957093
5300.0, 0.2594907
5310.0, 0.25941065
5320.0, 0.25933075
5330.0, 0.25925097
5340.0, 0.25917137
5350.0, 0.2590919
5360.0, 0.2590126
5370.0, 0.25893345
5380.0, 0.25885445
5390.0, 0.2587756
5400.0, 0.25869688
5410.0, 0.25861832
5420.0, 0.25853992
5430.0, 0.25846168
5440.0, 0.25838354
5450.0, 0.2583056
5460.0, 0.2582278
5470.0, 0.25815013
5480.0, 0.2580726
5490.0, 0.25799525
5500.0, 0.25791806
5510.0, 0.25784096
5520.0, 0.25776404
5530.0, 0.25768727
5540.0, 0.25761065
5550.0, 0.25753415
5560.0, 0.25745782
5570.0, 0.25738162
5580.0, 0.2573056
5590.0, 0.2572297
5600.0, 0.25715393
5610.0, 0.25707832
5620.0, 0.25700283
5630.0, 0.25692752
5640.0, 0.25685233
5650.0, 0.25677732
5660.0, 0.25670242
5670.0, 0.25662765
5680.0, 0.25655305
5690.0, 0.2564786
5700.0, 0.25640428
5710.0, 0.25633007
5720.0, 0.25625604
5730.0, 0.25618216
5740.0, 0.2561084
5750.0, 0.2560348
5760.0, 0.2559613
5770.0, 0.25588796
5780.0, 0.2558148
5790.0, 0.25574172
5800.0, 0.25566882
5810.0, 0.255596
5820.0, 0.25552338
5830.0, 0.2554509
5840.0, 0.25537854
5850.0, 0.2553063
5860.0, 0.2552342
5870.0, 0.25516227
5880.0, 0.25509048
5890.0, 0.2550188
5900.0, 0.25494727
5910.0, 0.25487587
5920.0, 0.2548046
5930.0, 0.2547335
5940.0, 0.2546625
5950.0, 0.25459164
5960.0, 0.25452095
5970.0, 0.25445035
5980.0, 0.25437993
5990.0, 0.2543096
6000.0, 0.25423944
6010.0, 0.25416937
6020.0, 0.2540995
6030.0, 0.2540297
6040.0, 0.25396007
6050.0, 0.25389057
6060.0, 0.25382116
6070.0, 0.25375193
6080.0, 0.25368285
6090.0, 0.25361386
6100.0, 0.25354502
6110.0, 0.2534763
6120.0, 0.25340772
6130.0, 0.25333926
6140.0, 0.25327095
6150.0, 0.25320277
6160.0, 0.2531347
6170.0, 0.25306678
6180.0, 0.25299898
6190.0, 0.25293133
6200.0, 0.25286376
6210.0, 0.25279638
6220.0, 0.25272912
6230.0, 0.25266194
6240.0, 0.25259492
6250.0, 0.25252804
6260.0, 0.25246128
6270.0, 0.25239465
6280.0, 0.25232813
6290.0, 0.25226173
6300.0, 0.2521955
6310.0, 0.25212938
6320.0, 0.25206336
6330.0, 0.2519975
6340.0, 0.25193176
6350.0, 0.25186613
6360.0, 0.25180063
6370.0, 0.25173527
6380.0, 0.25167003
6390.0, 0.2516049
6400.0, 0.25153992
6410.0, 0.25147504
6420.0, 0.2514103
6430.0, 0.2513457
6440.0, 0.2512812
6450.0, 0.25121683
6460.0, 0.25115258
6470.0, 0.25108844
6480.0, 0.25102445
6490.0, 0.2509606
6500.0, 0.2508968
6510.0, 0.25083318
6520.0, 0.25076967
6530.0, 0.2507063
6540.0, 0.25064301
6550.0, 0.25057986
6560.0, 0.25051683
6570.0, 0.25045395
6580.0, 0.25039116
6590.0, 0.2503285
6600.0, 0.25026596
6610.0, 0.25020352
6620.0, 0.25014123
6630.0, 0.25007907
6640.0, 0.250017
6650.0, 0.24995504
6660.0, 0.24989323
6670.0, 0.24983153
6680.0, 0.24976994
6690.0, 0.24970847
6700.0, 0.24964713
6710.0, 0.2495859
6720.0, 0.24952477
6730.0, 0.24946378
6740.0, 0.2494029
6750.0, 0.24934216
6760.0, 0.24928151
6770.0, 0.24922098
6780.0, 0.24916056
6790.0, 0.24910027
6800.0, 0.24904008
6810.0, 0.24898003
6820.0, 0.24892008
6830.0, 0.24886024
6840.0, 0.24880053
6850.0, 0.24874093
6860.0, 0.24868143
6870.0, 0.24862206
6880.0, 0.2485628
6890.0, 0.24850367
6900.0, 0.24844463
6910.0, 0.24838571
6920.0, 0.24832691
6930.0, 0.24826822
6940.0, 0.24820964
6950.0, 0.24815118
6960.0, 0.24809283
6970.0, 0.24803458
6980.0, 0.24797647
6990.0, 0.24791844
7000.0, 0.24786055
7010.0, 0.24780275
7020.0, 0.24774507
7030.0, 0.24768749
7040.0, 0.24763004
7050.0, 0.24757269
7060.0, 0.24751545
7070.0, 0.24745834
7080.0, 0.24740131
7090.0, 0.2473444
7100.0, 0.24728762
7110.0, 0.24723092
7120.0, 0.24717434
7130.0, 0.24711786
7140.0, 0.24706152
7150.0, 0.24700527
7160.0, 0.24694912
7170.0, 0.2468931
7180.0, 0.24683717
7190.0, 0.24678133
7200.0, 0.24672563
7210.0, 0.24667002
7220.0, 0.24661453
7230.0, 0.24655913
7240.0, 0.24650386
7250.0, 0.24644868
7260.0, 0.24639362
7270.0, 0.24633865
7280.0, 0.24628378
7290.0, 0.24622904
7300.0, 0.2461744
7310.0, 0.24611986
7320.0, 0.24606542
7330.0, 0.2460111
7340.0, 0.24595688
7350.0, 0.24590275
7360.0, 0.24584873
7370.0, 0.24579483
7380.0, 0.24574101
7390.0, 0.24568732
7400.0, 0.2456337
7410.0, 0.24558021
7420.0, 0.24552684
7430.0, 0.24547353
7440.0, 0.24542035
7450.0, 0.24536727
7460.0, 0.24531429
7470.0, 0.2452614
7480.0, 0.24520862
7490.0, 0.24515596
7500.0, 0.24510339
7510.0, 0.2450509
7520.0, 0.24499854
7530.0, 0.24494627
7540.0, 0.2448941
7550.0, 0.24484204
7560.0, 0.24479006
7570.0, 0.2447382
7580.0, 0.24468644
7590.0, 0.24463479
7600.0, 0.2445832
7610.0, 0.24453175
7620.0, 0.24448039
7630.0, 0.24442911
7640.0, 0.24437796
7650.0, 0.24432689
7660.0, 0.2442759
7670.0, 0.24422504
7680.0, 0.24417427
7690.0, 0.2441236
7700.0, 0.24407302
7710.0, 0.24402253
7720.0, 0.24397217
7730.0, 0.24392188
7740.0, 0.24387169
7750.0, 0.2438216
7760.0, 0.24377161
7770.0, 0.24372172
7780.0, 0.24367191
7790.0, 0.24362221
7800.0, 0.24357261
7810.0, 0.24352309
7820.0, 0.24347368
7830.0, 0.24342437
7840.0, 0.24337514
7850.0, 0.24332601
7860.0, 0.24327698
7870.0, 0.24322805
7880.0, 0.2431792
7890.0, 0.24313045
7900.0, 0.2430818
7910.0, 0.24303323
7920.0, 0.24298477
7930.0, 0.2429364
7940.0, 0.24288812
7950.0, 0.24283993
7960.0, 0.24279185
7970.0, 0.24274385
7980.0, 0.24269596
7990.0, 0.24264814
8000.0, 0.24260041
8010.0, 0.24255279
8020.0, 0.24250525
8030.0, 0.2424578
8040.0, 0.24241047
8050.0, 0.24236321
8060.0, 0.24231602
8070.0, 0.24226896
8080.0, 0.24222198
8090.0, 0.24217509
8100.0, 0.24212828
8110.0, 0.24208158
8120.0, 0.24203496
8130.0, 0.24198842
8140.0, 0.24194197
8150.0, 0.24189563
8160.0, 0.24184938
8170.0, 0.2418032
8180.0, 0.24175711
8190.0, 0.24171112
8200.0, 0.24166523
8210.0, 0.24161942
8220.0, 0.24157369
8230.0, 0.24152805
8240.0, 0.24148251
8250.0, 0.24143705
8260.0, 0.24139169
8270.0, 0.2413464
8280.0, 0.24130121
8290.0, 0.24125609
8300.0, 0.24121109
8310.0, 0.24116614
8320.0, 0.2411213
8330.0, 0.24107654
8340.0, 0.24103187
8350.0, 0.24098729
8360.0, 0.24094279
8370.0, 0.24089837
8380.0, 0.24085405
8390.0, 0.24080981
8400.0, 0.24076566
8410.0, 0.2407216
8420.0, 0.24067761
8430.0, 0.24063371
8440.0, 0.2405899
8450.0, 0.24054618
8460.0, 0.24050254
8470.0, 0.24045898
8480.0, 0.24041551
8490.0, 0.24037212
8500.0, 0.24032882
8510.0, 0.2402856
8520.0, 0.24024248
8530.0, 0.24019942
8540.0, 0.24015644
8550.0, 0.24011357
8560.0, 0.24007076
8570.0, 0.24002805
8580.0, 0.23998544
8590.0, 0.23994288
8600.0, 0.2399004
8610.0, 0.23985802
8620.0, 0.23981571
8630.0, 0.2397735
8640.0, 0.23973136
8650.0, 0.23968929
8660.0, 0.23964731
8670.0, 0.23960543
8680.0, 0.23956361
8690.0, 0.23952188
8700.0, 0.23948024
8710.0, 0.23943867
8720.0, 0.23939718
8730.0, 0.23935577
8740.0, 0.23931444
8750.0, 0.2392732
8760.0, 0.23923203
8770.0, 0.23919094
8780.0, 0.23914994
8790.0, 0.23910902
8800.0, 0.23906817
8810.0, 0.2390274
8820.0, 0.23898672
8830.0, 0.2389461
8840.0, 0.23890558
8850.0, 0.23886514
8860.0, 0.23882475
8870.0, 0.23878446
8880.0, 0.23874424
8890.0, 0.23870412
8900.0, 0.23866406
8910.0, 0.23862408
8920.0, 0.23858418
8930.0, 0.23854434
8940.0, 0.23850459
8950.0, 0.23846492
8960.0, 0.23842534
8970.0, 0.23838581
8980.0, 0.23834638
8990.0, 0.23830701
9000.0, 0.23826775
9010.0, 0.23822853
9020.0, 0.2381894
9030.0, 0.23815034
9040.0, 0.23811136
9050.0, 0.23807245
9060.0, 0.23803364
9070.0, 0.23799488
9080.0, 0.2379562
9090.0, 0.2379176
9100.0, 0.23787907
9110.0, 0.23784064
9120.0, 0.23780224
9130.0, 0.23776396
9140.0, 0.23772572
9150.0, 0.23768757
9160.0, 0.23764949
9170.0, 0.23761147
9180.0, 0.23757355
9190.0, 0.2375357
9200.0, 0.23749791
9210.0, 0.23746021
9220.0, 0.23742259
9230.0, 0.23738502
9240.0, 0.23734753
9250.0, 0.2373101
9260.0, 0.23727277
9270.0, 0.2372355
9280.0, 0.2371983
9290.0, 0.23716117
9300.0, 0.23712413
9310.0, 0.23708716
9320.0, 0.23705024
9330.0, 0.2370134
9340.0, 0.23697665
9350.0, 0.23693995
9360.0, 0.23690332
9370.0, 0.23686679
9380.0, 0.23683031
9390.0, 0.2367939
9400.0, 0.23675755
9410.0, 0.23672129
9420.0, 0.23668511
9430.0, 0.23664899
9440.0, 0.23661293
9450.0, 0.23657694
9460.0, 0.23654103
9470.0, 0.2365052
9480.0, 0.23646943
9490.0, 0.23643371
9500.0, 0.2363981
9510.0, 0.23636252
9520.0, 0.23632704
9530.0, 0.2362916
9540.0, 0.23625626
9550.0, 0.23622096
9560.0, 0.23618576
9570.0, 0.2361506
9580.0, 0.23611553
9590.0, 0.23608051
9600.0, 0.23604557
9610.0, 0.2360107
9620.0, 0.23597589
9630.0, 0.23594116
9640.0, 0.23590648
9650.0, 0.23587188
9660.0, 0.23583734
9670.0, 0.23580287
9680.0, 0.23576848
9690.0, 0.23573413
9700.0, 0.23569986
9710.0, 0.23566568
9720.0, 0.23563156
9730.0, 0.23559749
9740.0, 0.23556347
9750.0, 0.23552956
9760.0, 0.23549569
9770.0, 0.23546188
9780.0, 0.23542814
9790.0, 0.23539448
9800.0, 0.23536088
9810.0, 0.23532735
9820.0, 0.23529387
9830.0, 0.23526047
9840.0, 0.23522712
9850.0, 0.23519385
9860.0, 0.23516063
9870.0, 0.2351275
9880.0, 0.23509441
9890.0, 0.2350614
9900.0, 0.23502845
9910.0, 0.23499556
9920.0, 0.23496275
9930.0, 0.23492998
9940.0, 0.23489729
9950.0, 0.23486465
9960.0, 0.23483208
9970.0, 0.23479958
9980.0, 0.23476714
9990.0, 0.23473477
10000.0, 0.23470245
10010.0, 0.2346702
10020.0, 0.23463802
10030.0, 0.2346059
10040.0, 0.23457384
10050.0, 0.23454183
10060.0, 0.23450992
10070.0, 0.23447804
10080.0, 0.23444621
10090.0, 0.23441449
10100.0, 0.23438278
10110.0, 0.23435117
10120.0, 0.23431961
10130.0, 0.23428811
10140.0, 0.23425667
10150.0, 0.23422529
10160.0, 0.23419397
10170.0, 0.23416272
10180.0, 0.23413153
10190.0, 0.23410039
10200.0, 0.23406933
10210.0, 0.23403831
10220.0, 0.23400736
10230.0, 0.23397648
10240.0, 0.23394564
10250.0, 0.23391488
10260.0, 0.23388417
10270.0, 0.23385352
10280.0, 0.23382294
10290.0, 0.23379241
10300.0, 0.23376195
10310.0, 0.23373154
10320.0, 0.23370118
10330.0, 0.23367089
10340.0, 0.23364066
10350.0, 0.2336105
10360.0, 0.23358038
10370.0, 0.23355034
10380.0, 0.23352033
10390.0, 0.23349041
10400.0, 0.23346052
10410.0, 0.2334307
10420.0, 0.23340094
10430.0, 0.23337124
10440.0, 0.2333416
10450.0, 0.23331201
10460.0, 0.23328248
10470.0, 0.23325302
10480.0, 0.23322362
10490.0, 0.23319425
10500.0, 0.23316497
10510.0, 0.23313572
10520.0, 0.23310654
10530.0, 0.23307742
10540.0, 0.23304835
10550.0, 0.23301934
10560.0, 0.23299038
10570.0, 0.23296149
10580.0, 0.23293266
10590.0, 0.23290387
10600.0, 0.23287512
10610.0, 0.23284647
10620.0, 0.23281786
10630.0, 0.2327893
10640.0, 0.23276079
10650.0, 0.23273234
10660.0, 0.23270395
10670.0, 0.23267563
10680.0, 0.23264733
10690.0, 0.23261912
10700.0, 0.23259094
10710.0, 0.23256283
10720.0, 0.23253477
10730.0, 0.23250678
10740.0, 0.23247883
10750.0, 0.23245093
10760.0, 0.2324231
10770.0, 0.2323953
10780.0, 0.23236758
10790.0, 0.2323399
10800.0, 0.23231228
10810.0, 0.23228471
10820.0, 0.2322572
10830.0, 0.23222974
10840.0, 0.23220234
10850.0, 0.232175
10860.0, 0.2321477
10870.0, 0.23212044
10880.0, 0.23209324
10890.0, 0.23206611
10900.0, 0.23203902
10910.0, 0.232012
10920.0, 0.23198502
10930.0, 0.23195809
10940.0, 0.23193122
10950.0, 0.2319044
10960.0, 0.23187764
10970.0, 0.23185092
10980.0, 0.23182426
10990.0, 0.23179767
11000.0, 0.2317711
11010.0, 0.23174459
11020.0, 0.23171815
11030.0, 0.23169175
11040.0, 0.23166539
11050.0, 0.23163909
11060.0, 0.23161285
11070.0, 0.23158665
11080.0, 0.2315605
11090.0, 0.23153442
11100.0, 0.23150837
11110.0, 0.2314824
11120.0, 0.23145644
11130.0, 0.23143056
11140.0, 0.23140472
11150.0, 0.23137894
11160.0, 0.23135321
11170.0, 0.23132752
11180.0, 0.23130189
11190.0, 0.2312763
11200.0, 0.23125078
11210.0, 0.23122528
11220.0, 0.23119986
11230.0, 0.23117448
11240.0, 0.23114914
11250.0, 0.23112386
11260.0, 0.23109864
11270.0, 0.23107344
11280.0, 0.23104832
11290.0, 0.23102322
11300.0, 0.23099819
11310.0, 0.2309732
11320.0, 0.23094825
11330.0, 0.23092337
11340.0, 0.23089853
11350.0, 0.23087375
11360.0, 0.230849
11370.0, 0.2308243
11380.0, 0.23079965
11390.0, 0.23077506
11400.0, 0.23075052
11410.0, 0.23072602
11420.0, 0.23070157
11430.0, 0.23067716
11440.0, 0.23065281
11450.0, 0.23062849
11460.0, 0.23060423
11470.0, 0.23058002
11480.0, 0.23055586
11490.0, 0.23053174
11500.0, 0.23050767
11510.0, 0.23048365
11520.0, 0.23045966
11530.0, 0.23043574
11540.0, 0.23041186
11550.0, 0.23038803
11560.0, 0.23036425
11570.0, 0.2303405
11580.0, 0.23031682
11590.0, 0.23029317
11600.0, 0.23026955
11610.0, 0.230246
11620.0, 0.23022251
11630.0, 0.23019902
11640.0, 0.23017561
11650.0, 0.23015225
11660.0, 0.23012893
11670.0, 0.23010565
11680.0, 0.23008241
11690.0, 0.23005924
11700.0, 0.23003608
