Energy (in eV), SEEE yield of material CERS-withBUCT at isotropic incidence
   X,       Y
23670.0, 1.6804546
23680.0, 1.6800003
23690.0, 1.679546
23700.0, 1.679092
23710.0, 1.6786386
23720.0, 1.6781856
23730.0, 1.6777325
23740.0, 1.67728
23750.0, 1.6768275
23760.0, 1.6763755
23770.0, 1.675924
23780.0, 1.6754725
23790.0, 1.6750215
23800.0, 1.6745706
23810.0, 1.67412
23820.0, 1.6736699
23830.0, 1.67322
23840.0, 1.6727709
23850.0, 1.6723212
23860.0, 1.6718723
23870.0, 1.6714239
23880.0, 1.6709753
23890.0, 1.6705276
23900.0, 1.67008
23910.0, 1.6696323
23920.0, 1.669185
23930.0, 1.6687385
23940.0, 1.6682918
23950.0, 1.6678457
23960.0, 1.6673998
23970.0, 1.6669543
23980.0, 1.6665089
23990.0, 1.6660639
24000.0, 1.6656191
24010.0, 1.6651746
24020.0, 1.6647305
24030.0, 1.6642867
24040.0, 1.6638434
24050.0, 1.6634003
24060.0, 1.6629573
24070.0, 1.6625144
24080.0, 1.6620723
24090.0, 1.6616304
24100.0, 1.6611884
24110.0, 1.6607474
24120.0, 1.6603061
24130.0, 1.6598653
24140.0, 1.6594247
24150.0, 1.6589844
24160.0, 1.6585445
24170.0, 1.6581048
24180.0, 1.6576653
24190.0, 1.6572264
24200.0, 1.6567878
24210.0, 1.6563493
24220.0, 1.6559111
24230.0, 1.6554732
24240.0, 1.6550354
24250.0, 1.6545981
24260.0, 1.6541613
24270.0, 1.6537246
24280.0, 1.653288
24290.0, 1.6528519
24300.0, 1.6524162
24310.0, 1.6519806
24320.0, 1.6515453
24330.0, 1.6511102
24340.0, 1.6506757
24350.0, 1.6502413
24360.0, 1.6498072
24370.0, 1.6493732
24380.0, 1.6489397
24390.0, 1.6485065
24400.0, 1.6480736
24410.0, 1.6476411
24420.0, 1.6472087
24430.0, 1.6467762
24440.0, 1.6463447
24450.0, 1.645913
24460.0, 1.6454821
24470.0, 1.6450509
24480.0, 1.6446202
24490.0, 1.6441901
24500.0, 1.64376
24510.0, 1.6433301
24520.0, 1.6429005
24530.0, 1.6424712
24540.0, 1.6420423
24550.0, 1.6416136
24560.0, 1.6411854
24570.0, 1.6407572
24580.0, 1.6403291
24590.0, 1.6399019
24600.0, 1.6394746
24610.0, 1.6390476
24620.0, 1.6386206
24630.0, 1.6381944
24640.0, 1.6377685
24650.0, 1.6373425
24660.0, 1.6369169
24670.0, 1.6364917
24680.0, 1.6360667
24690.0, 1.6356417
24700.0, 1.6352173
24710.0, 1.6347934
24720.0, 1.6343694
24730.0, 1.6339458
24740.0, 1.6335223
24750.0, 1.6330992
24760.0, 1.6326765
24770.0, 1.6322539
24780.0, 1.6318319
24790.0, 1.6314099
24800.0, 1.630988
24810.0, 1.6305667
24820.0, 1.6301455
24830.0, 1.6297247
24840.0, 1.6293042
24850.0, 1.6288836
24860.0, 1.6284636
24870.0, 1.628044
24880.0, 1.6276245
24890.0, 1.6272053
24900.0, 1.6267862
24910.0, 1.6263676
24920.0, 1.6259493
24930.0, 1.6255311
24940.0, 1.6251131
24950.0, 1.6246955
24960.0, 1.6242782
24970.0, 1.6238614
24980.0, 1.6234447
24990.0, 1.623028
25000.0, 1.6226119
25010.0, 1.6221958
25020.0, 1.6217799
25030.0, 1.6213646
25040.0, 1.6209495
25050.0, 1.6205348
25060.0, 1.62012
25070.0, 1.6197057
25080.0, 1.6192917
25090.0, 1.6188778
25100.0, 1.6184641
25110.0, 1.6180509
25120.0, 1.617638
25130.0, 1.6172253
25140.0, 1.6168127
25150.0, 1.6164005
25160.0, 1.6159886
25170.0, 1.6155766
25180.0, 1.6151655
25190.0, 1.6147542
25200.0, 1.6143435
25210.0, 1.6139328
25220.0, 1.6135223
25230.0, 1.6131124
25240.0, 1.6127025
25250.0, 1.6122929
25260.0, 1.6118836
25270.0, 1.6114745
25280.0, 1.6110656
25290.0, 1.6106572
25300.0, 1.6102489
25310.0, 1.6098412
25320.0, 1.6094332
25330.0, 1.609026
25340.0, 1.6086186
25350.0, 1.6082116
25360.0, 1.6078048
25370.0, 1.6073983
25380.0, 1.6069924
25390.0, 1.6065866
25400.0, 1.6061809
25410.0, 1.6057756
25420.0, 1.6053702
25430.0, 1.6049653
25440.0, 1.6045607
25450.0, 1.6041565
25460.0, 1.6037525
25470.0, 1.6033484
25480.0, 1.6029449
25490.0, 1.6025417
25500.0, 1.6021386
25510.0, 1.6017355
25520.0, 1.6013331
25530.0, 1.6009309
25540.0, 1.6005287
25550.0, 1.600127
25560.0, 1.5997254
25570.0, 1.5993242
25580.0, 1.5989231
25590.0, 1.5985223
25600.0, 1.5981219
25610.0, 1.5977216
25620.0, 1.5973214
25630.0, 1.5969218
25640.0, 1.5965221
25650.0, 1.596123
25660.0, 1.5957237
25670.0, 1.5953251
25680.0, 1.5949268
25690.0, 1.5945283
25700.0, 1.5941305
25710.0, 1.5937326
25720.0, 1.5933352
25730.0, 1.592938
25740.0, 1.592541
25750.0, 1.5921443
25760.0, 1.5917478
25770.0, 1.5913514
25780.0, 1.5909556
25790.0, 1.5905597
25800.0, 1.5901644
25810.0, 1.589769
25820.0, 1.5893741
25830.0, 1.5889792
25840.0, 1.5885848
25850.0, 1.5881906
25860.0, 1.5877964
25870.0, 1.5874027
25880.0, 1.5870092
25890.0, 1.5866159
25900.0, 1.586223
25910.0, 1.5858302
25920.0, 1.5854374
25930.0, 1.5850453
25940.0, 1.5846533
25950.0, 1.5842614
25960.0, 1.5838699
25970.0, 1.5834786
25980.0, 1.5830876
25990.0, 1.5826967
26000.0, 1.5823063
26010.0, 1.581916
26020.0, 1.5815257
26030.0, 1.5811359
26040.0, 1.5807462
26050.0, 1.5803571
26060.0, 1.5799679
26070.0, 1.5795791
26080.0, 1.5791905
26090.0, 1.5788019
26100.0, 1.5784138
26110.0, 1.5780259
26120.0, 1.5776383
26130.0, 1.5772508
26140.0, 1.5768636
26150.0, 1.5764767
26160.0, 1.5760902
26170.0, 1.5757036
26180.0, 1.5753174
26190.0, 1.5749313
26200.0, 1.5745455
26210.0, 1.57416
26220.0, 1.573775
26230.0, 1.57339
26240.0, 1.5730051
26250.0, 1.5726204
26260.0, 1.5722362
26270.0, 1.5718522
26280.0, 1.5714681
26290.0, 1.5710847
26300.0, 1.5707014
26310.0, 1.5703182
26320.0, 1.5699354
26330.0, 1.5695527
26340.0, 1.5691702
26350.0, 1.568788
26360.0, 1.568406
26370.0, 1.5680244
26380.0, 1.5676429
26390.0, 1.5672616
26400.0, 1.5668807
26410.0, 1.5664997
26420.0, 1.5661194
26430.0, 1.5657389
26440.0, 1.565359
26450.0, 1.5649792
26460.0, 1.5645995
26470.0, 1.5642201
26480.0, 1.5638409
26490.0, 1.5634619
26500.0, 1.5630834
26510.0, 1.5627049
26520.0, 1.5623267
26530.0, 1.5619487
26540.0, 1.5615708
26550.0, 1.5611936
26560.0, 1.5608162
26570.0, 1.5604393
26580.0, 1.5600623
26590.0, 1.5596856
26600.0, 1.5593094
26610.0, 1.5589331
26620.0, 1.5585574
26630.0, 1.5581815
26640.0, 1.557806
26650.0, 1.5574309
26660.0, 1.557056
26670.0, 1.5566812
26680.0, 1.5563066
26690.0, 1.555932
26700.0, 1.5555581
26710.0, 1.5551845
26720.0, 1.5548108
26730.0, 1.5544372
26740.0, 1.5540643
26750.0, 1.5536914
26760.0, 1.5533184
26770.0, 1.552946
26780.0, 1.5525738
26790.0, 1.552202
26800.0, 1.5518299
26810.0, 1.5514584
26820.0, 1.551087
26830.0, 1.5507159
26840.0, 1.5503448
26850.0, 1.5499741
26860.0, 1.5496036
26870.0, 1.5492336
26880.0, 1.5488635
26890.0, 1.5484939
26900.0, 1.5481242
26910.0, 1.5477548
26920.0, 1.5473858
26930.0, 1.5470167
26940.0, 1.5466481
26950.0, 1.5462795
26960.0, 1.5459116
26970.0, 1.5455434
26980.0, 1.5451757
26990.0, 1.544808
27000.0, 1.5444409
27010.0, 1.5440733
27020.0, 1.5437067
27030.0, 1.5433398
27040.0, 1.5429735
27050.0, 1.5426073
27060.0, 1.542241
27070.0, 1.5418752
27080.0, 1.5415097
27090.0, 1.5411445
27100.0, 1.5407791
27110.0, 1.5404141
27120.0, 1.5400498
27130.0, 1.539685
27140.0, 1.5393208
27150.0, 1.5389568
27160.0, 1.5385929
27170.0, 1.5382291
27180.0, 1.5378659
27190.0, 1.5375026
27200.0, 1.5371398
27210.0, 1.5367769
27220.0, 1.5364145
27230.0, 1.5360521
27240.0, 1.5356901
27250.0, 1.535328
27260.0, 1.5349662
27270.0, 1.5346049
27280.0, 1.5342437
27290.0, 1.5338826
27300.0, 1.5335218
27310.0, 1.5331612
27320.0, 1.5328008
27330.0, 1.5324407
27340.0, 1.5320807
27350.0, 1.531721
27360.0, 1.5313615
27370.0, 1.5310022
27380.0, 1.5306431
27390.0, 1.5302842
27400.0, 1.5299256
27410.0, 1.5295669
27420.0, 1.529209
27430.0, 1.5288506
27440.0, 1.5284928
27450.0, 1.5281352
27460.0, 1.5277781
27470.0, 1.5274206
27480.0, 1.5270635
27490.0, 1.5267069
27500.0, 1.5263503
27510.0, 1.5259941
27520.0, 1.525638
27530.0, 1.5252819
27540.0, 1.5249262
27550.0, 1.5245707
27560.0, 1.5242156
27570.0, 1.5238603
27580.0, 1.5235054
27590.0, 1.5231507
27600.0, 1.5227963
27610.0, 1.5224419
27620.0, 1.522088
27630.0, 1.521734
27640.0, 1.5213807
27650.0, 1.521027
27660.0, 1.5206739
27670.0, 1.520321
27680.0, 1.5199679
27690.0, 1.5196155
27700.0, 1.519263
27710.0, 1.518911
27720.0, 1.518559
27730.0, 1.5182072
27740.0, 1.5178556
27750.0, 1.5175043
27760.0, 1.517153
27770.0, 1.516802
27780.0, 1.5164514
27790.0, 1.516101
27800.0, 1.5157505
27810.0, 1.5154006
27820.0, 1.5150506
27830.0, 1.5147009
27840.0, 1.5143514
27850.0, 1.5140018
27860.0, 1.5136529
27870.0, 1.513304
27880.0, 1.5129553
27890.0, 1.5126069
27900.0, 1.5122585
27910.0, 1.5119106
27920.0, 1.5115626
27930.0, 1.511215
27940.0, 1.5108676
27950.0, 1.5105201
27960.0, 1.5101731
27970.0, 1.5098263
27980.0, 1.5094794
27990.0, 1.5091331
28000.0, 1.5087868
28010.0, 1.5084409
28020.0, 1.5080947
28030.0, 1.5077491
28040.0, 1.5074039
28050.0, 1.5070586
28060.0, 1.5067135
28070.0, 1.5063684
28080.0, 1.5060238
28090.0, 1.5056795
28100.0, 1.5053351
28110.0, 1.504991
28120.0, 1.5046473
28130.0, 1.5043035
28140.0, 1.5039601
28150.0, 1.5036167
28160.0, 1.503274
28170.0, 1.5029306
28180.0, 1.5025882
28190.0, 1.5022458
28200.0, 1.5019034
28210.0, 1.5015614
28220.0, 1.5012193
28230.0, 1.5008779
28240.0, 1.5005362
28250.0, 1.5001949
28260.0, 1.4998538
28270.0, 1.4995129
28280.0, 1.4991721
28290.0, 1.4988316
28300.0, 1.4984914
28310.0, 1.4981514
28320.0, 1.4978112
28330.0, 1.4974717
28340.0, 1.4971321
28350.0, 1.4967927
28360.0, 1.4964535
28370.0, 1.4961145
28380.0, 1.4957759
28390.0, 1.4954374
28400.0, 1.4950987
28410.0, 1.4947608
28420.0, 1.4944228
28430.0, 1.4940851
28440.0, 1.4937474
28450.0, 1.4934099
28460.0, 1.4930729
28470.0, 1.4927356
28480.0, 1.4923989
28490.0, 1.4920623
28500.0, 1.4917257
28510.0, 1.4913895
28520.0, 1.4910535
28530.0, 1.4907178
28540.0, 1.4903821
28550.0, 1.4900465
28560.0, 1.4897113
28570.0, 1.4893762
28580.0, 1.4890412
28590.0, 1.4887064
28600.0, 1.4883718
28610.0, 1.4880376
28620.0, 1.4877033
28630.0, 1.4873695
28640.0, 1.4870358
28650.0, 1.4867021
28660.0, 1.4863688
28670.0, 1.4860356
28680.0, 1.4857026
28690.0, 1.4853697
28700.0, 1.485037
28710.0, 1.4847046
28720.0, 1.4843723
28730.0, 1.4840403
28740.0, 1.4837085
28750.0, 1.4833765
28760.0, 1.4830452
28770.0, 1.4827138
28780.0, 1.4823828
28790.0, 1.4820517
28800.0, 1.481721
28810.0, 1.4813905
28820.0, 1.4810601
28830.0, 1.4807298
28840.0, 1.4803998
28850.0, 1.4800701
28860.0, 1.4797404
28870.0, 1.4794109
28880.0, 1.4790817
28890.0, 1.4787527
28900.0, 1.4784238
28910.0, 1.478095
28920.0, 1.4777663
28930.0, 1.4774381
28940.0, 1.4771098
28950.0, 1.4767818
28960.0, 1.4764543
28970.0, 1.4761266
28980.0, 1.4757992
28990.0, 1.4754719
29000.0, 1.4751447
29010.0, 1.474818
29020.0, 1.4744911
29030.0, 1.4741648
29040.0, 1.4738384
29050.0, 1.4735126
29060.0, 1.4731864
29070.0, 1.4728607
29080.0, 1.472535
29090.0, 1.4722095
29100.0, 1.4718843
29110.0, 1.4715593
29120.0, 1.4712343
29130.0, 1.4709096
29140.0, 1.4705852
29150.0, 1.4702611
29160.0, 1.4699367
29170.0, 1.4696126
29180.0, 1.4692892
29190.0, 1.4689653
29200.0, 1.468642
29210.0, 1.4683188
29220.0, 1.4679956
29230.0, 1.467673
29240.0, 1.4673501
29250.0, 1.4670277
29260.0, 1.4667052
29270.0, 1.4663831
29280.0, 1.4660611
29290.0, 1.4657394
29300.0, 1.4654179
29310.0, 1.4650962
29320.0, 1.464775
29330.0, 1.4644539
29340.0, 1.4641329
29350.0, 1.4638122
29360.0, 1.4634917
29370.0, 1.4631714
29380.0, 1.4628512
29390.0, 1.462531
29400.0, 1.4622111
29410.0, 1.4618917
29420.0, 1.4615722
29430.0, 1.4612528
29440.0, 1.4609337
29450.0, 1.4606147
29460.0, 1.4602958
29470.0, 1.4599771
29480.0, 1.4596589
29490.0, 1.4593406
29500.0, 1.4590224
29510.0, 1.4587045
29520.0, 1.4583869
29530.0, 1.4580693
29540.0, 1.4577519
29550.0, 1.4574348
29560.0, 1.4571177
29570.0, 1.4568008
29580.0, 1.4564841
29590.0, 1.4561675
29600.0, 1.4558514
29610.0, 1.455535
29620.0, 1.4552191
29630.0, 1.4549035
29640.0, 1.4545876
29650.0, 1.4542723
29660.0, 1.453957
29670.0, 1.4536419
29680.0, 1.453327
29690.0, 1.4530119
29700.0, 1.4526975
29710.0, 1.4523832
29720.0, 1.4520689
29730.0, 1.4517547
29740.0, 1.4514407
29750.0, 1.4511269
29760.0, 1.4508134
29770.0, 1.4505001
29780.0, 1.4501868
29790.0, 1.4498738
29800.0, 1.449561
29810.0, 1.4492482
29820.0, 1.4489357
29830.0, 1.4486233
29840.0, 1.4483111
29850.0, 1.4479991
29860.0, 1.4476871
29870.0, 1.4473754
29880.0, 1.447064
29890.0, 1.4467525
29900.0, 1.4464414
29910.0, 1.4461304
29920.0, 1.4458196
29930.0, 1.4455088
29940.0, 1.4451982
29950.0, 1.4448879
29960.0, 1.4445778
29970.0, 1.444268
29980.0, 1.4439579
29990.0, 1.4436483
30000.0, 1.443339
