Energy (in eV), SEEE yield of material alox-reduced-PEY at isotropic incidence
   X,       Y
23440.0, 0.5488625
23450.0, 0.54871243
23460.0, 0.5485624
23470.0, 0.5484125
23480.0, 0.54826266
23490.0, 0.54811287
23500.0, 0.54796344
23510.0, 0.54781383
23520.0, 0.5476644
23530.0, 0.5475151
23540.0, 0.547366
23550.0, 0.5472169
23560.0, 0.54706794
23570.0, 0.5469191
23580.0, 0.5467702
23590.0, 0.5466216
23600.0, 0.5464731
23610.0, 0.5463246
23620.0, 0.54617614
23630.0, 0.546028
23640.0, 0.5458798
23650.0, 0.54573166
23660.0, 0.5455837
23670.0, 0.54543585
23680.0, 0.5452881
23690.0, 0.54514045
23700.0, 0.54499286
23710.0, 0.54484546
23720.0, 0.5446981
23730.0, 0.5445509
23740.0, 0.54440373
23750.0, 0.5442566
23760.0, 0.54410964
23770.0, 0.54396284
23780.0, 0.5438161
23790.0, 0.54366946
23800.0, 0.5435229
23810.0, 0.54337656
23820.0, 0.5432301
23830.0, 0.5430839
23840.0, 0.5429377
23850.0, 0.5427916
23860.0, 0.54264575
23870.0, 0.5424999
23880.0, 0.5423541
23890.0, 0.5422085
23900.0, 0.542063
23910.0, 0.54191744
23920.0, 0.5417721
23930.0, 0.5416268
23940.0, 0.54148173
23950.0, 0.54133666
23960.0, 0.5411917
23970.0, 0.5410468
23980.0, 0.5409021
23990.0, 0.5407574
24000.0, 0.5406129
24010.0, 0.5404684
24020.0, 0.5403239
24030.0, 0.54017967
24040.0, 0.5400356
24050.0, 0.53989154
24060.0, 0.5397475
24070.0, 0.53960365
24080.0, 0.5394599
24090.0, 0.5393161
24100.0, 0.53917253
24110.0, 0.53902906
24120.0, 0.5388856
24130.0, 0.5387424
24140.0, 0.5385992
24150.0, 0.53845596
24160.0, 0.53831303
24170.0, 0.53817016
24180.0, 0.5380273
24190.0, 0.53788453
24200.0, 0.53774184
24210.0, 0.5375994
24220.0, 0.5374569
24230.0, 0.5373147
24240.0, 0.5371724
24250.0, 0.5370302
24260.0, 0.53688824
24270.0, 0.53674626
24280.0, 0.53660434
24290.0, 0.53646255
24300.0, 0.53632087
24310.0, 0.53617936
24320.0, 0.53603786
24330.0, 0.5358965
24340.0, 0.53575516
24350.0, 0.535614
24360.0, 0.53547287
24370.0, 0.53533185
24380.0, 0.53519094
24390.0, 0.5350501
24400.0, 0.5349094
24410.0, 0.5347688
24420.0, 0.53462815
24430.0, 0.53448766
24440.0, 0.5343475
24450.0, 0.53420717
24460.0, 0.534067
24470.0, 0.53392684
24480.0, 0.5337869
24490.0, 0.53364706
24500.0, 0.5335073
24510.0, 0.5333676
24520.0, 0.53322786
24530.0, 0.5330884
24540.0, 0.532949
24550.0, 0.5328096
24560.0, 0.5326703
24570.0, 0.5325312
24580.0, 0.5323922
24590.0, 0.5322532
24600.0, 0.5321143
24610.0, 0.53197545
24620.0, 0.53183687
24630.0, 0.53169835
24640.0, 0.5315598
24650.0, 0.5314213
24660.0, 0.53128296
24670.0, 0.53114486
24680.0, 0.53100663
24690.0, 0.5308686
24700.0, 0.5307306
24710.0, 0.5305928
24720.0, 0.530455
24730.0, 0.53031725
24740.0, 0.53017974
24750.0, 0.5300422
24760.0, 0.5299048
24770.0, 0.52976745
24780.0, 0.5296302
24790.0, 0.529493
24800.0, 0.5293561
24810.0, 0.52921903
24820.0, 0.5290822
24830.0, 0.5289454
24840.0, 0.5288086
24850.0, 0.5286721
24860.0, 0.52853554
24870.0, 0.5283991
24880.0, 0.5282628
24890.0, 0.5281266
24900.0, 0.5279904
24910.0, 0.5278543
24920.0, 0.5277184
24930.0, 0.5275824
24940.0, 0.5274466
24950.0, 0.52731097
24960.0, 0.5271753
24970.0, 0.52703977
24980.0, 0.5269044
24990.0, 0.52676904
25000.0, 0.5266336
25010.0, 0.5264985
25020.0, 0.5263634
25030.0, 0.52622837
25040.0, 0.5260934
25050.0, 0.5259586
25060.0, 0.5258238
25070.0, 0.5256892
25080.0, 0.52555466
25090.0, 0.5254201
25100.0, 0.52528566
25110.0, 0.52515143
25120.0, 0.5250172
25130.0, 0.5248831
25140.0, 0.52474904
25150.0, 0.52461505
25160.0, 0.5244811
25170.0, 0.5243474
25180.0, 0.5242137
25190.0, 0.52408
25200.0, 0.5239464
25210.0, 0.52381307
25220.0, 0.52367973
25230.0, 0.52354646
25240.0, 0.52341324
25250.0, 0.52328026
25260.0, 0.5231471
25270.0, 0.5230142
25280.0, 0.5228813
25290.0, 0.52274853
25300.0, 0.5226159
25310.0, 0.52248335
25320.0, 0.52235085
25330.0, 0.52221835
25340.0, 0.5220861
25350.0, 0.5219538
25360.0, 0.5218217
25370.0, 0.5216896
25380.0, 0.52155757
25390.0, 0.52142566
25400.0, 0.5212938
25410.0, 0.5211621
25420.0, 0.5210304
25430.0, 0.5208989
25440.0, 0.52076745
25450.0, 0.52063596
25460.0, 0.5205047
25470.0, 0.5203734
25480.0, 0.52024233
25490.0, 0.5201112
25500.0, 0.5199802
25510.0, 0.51984936
25520.0, 0.5197186
25530.0, 0.51958776
25540.0, 0.51945716
25550.0, 0.5193266
25560.0, 0.5191961
25570.0, 0.5190657
25580.0, 0.5189354
25590.0, 0.51880515
25600.0, 0.5186749
25610.0, 0.5185449
25620.0, 0.518415
25630.0, 0.518285
25640.0, 0.51815516
25650.0, 0.51802546
25660.0, 0.5178958
25670.0, 0.5177663
25680.0, 0.5176368
25690.0, 0.5175074
25700.0, 0.5173781
25710.0, 0.51724875
25720.0, 0.51711965
25730.0, 0.51699054
25740.0, 0.51686144
25750.0, 0.51673263
25760.0, 0.51660377
25770.0, 0.51647496
25780.0, 0.5163463
25790.0, 0.5162177
25800.0, 0.51608926
25810.0, 0.5159608
25820.0, 0.5158324
25830.0, 0.51570415
25840.0, 0.51557606
25850.0, 0.5154479
25860.0, 0.5153199
25870.0, 0.5151919
25880.0, 0.51506406
25890.0, 0.5149362
25900.0, 0.51480854
25910.0, 0.5146809
25920.0, 0.51455337
25930.0, 0.5144259
25940.0, 0.51429856
25950.0, 0.5141711
25960.0, 0.514044
25970.0, 0.5139168
25980.0, 0.5137898
25990.0, 0.51366276
26000.0, 0.51353586
26010.0, 0.513409
26020.0, 0.51328236
26030.0, 0.51315564
26040.0, 0.51302904
26050.0, 0.51290256
26060.0, 0.5127761
26070.0, 0.5126498
26080.0, 0.5125235
26090.0, 0.5123973
26100.0, 0.51227117
26110.0, 0.51214516
26120.0, 0.51201916
26130.0, 0.51189333
26140.0, 0.5117675
26150.0, 0.51164174
26160.0, 0.51151615
26170.0, 0.51139057
26180.0, 0.5112651
26190.0, 0.5111396
26200.0, 0.51101434
26210.0, 0.51088905
26220.0, 0.51076394
26230.0, 0.51063883
26240.0, 0.5105138
26250.0, 0.51038885
26260.0, 0.510264
26270.0, 0.51013917
26280.0, 0.5100145
26290.0, 0.5098898
26300.0, 0.5097653
26310.0, 0.50964075
26320.0, 0.5095164
26330.0, 0.509392
26340.0, 0.50926787
26350.0, 0.50914365
26360.0, 0.50901955
26370.0, 0.5088955
26380.0, 0.50877166
26390.0, 0.50864774
26400.0, 0.50852394
26410.0, 0.50840026
26420.0, 0.50827664
26430.0, 0.5081531
26440.0, 0.5080296
26450.0, 0.50790614
26460.0, 0.5077828
26470.0, 0.5076596
26480.0, 0.5075364
26490.0, 0.50741327
26500.0, 0.50729024
26510.0, 0.5071673
26520.0, 0.5070444
26530.0, 0.5069216
26540.0, 0.50679886
26550.0, 0.50667626
26560.0, 0.50655365
26570.0, 0.5064312
26580.0, 0.5063088
26590.0, 0.50618637
26600.0, 0.5060641
26610.0, 0.5059419
26620.0, 0.50581974
26630.0, 0.5056977
26640.0, 0.50557566
26650.0, 0.50545377
26660.0, 0.50533205
26670.0, 0.5052103
26680.0, 0.5050885
26690.0, 0.5049669
26700.0, 0.50484544
26710.0, 0.50472397
26720.0, 0.5046026
26730.0, 0.50448126
26740.0, 0.50436014
26750.0, 0.50423884
26760.0, 0.5041178
26770.0, 0.5039968
26780.0, 0.5038758
26790.0, 0.503755
26800.0, 0.5036343
26810.0, 0.5035135
26820.0, 0.5033928
26830.0, 0.5032723
26840.0, 0.5031518
26850.0, 0.5030313
26860.0, 0.502911
26870.0, 0.50279063
26880.0, 0.50267047
26890.0, 0.50255036
26900.0, 0.50243026
26910.0, 0.50231034
26920.0, 0.5021904
26930.0, 0.50207055
26940.0, 0.5019508
26950.0, 0.501831
26960.0, 0.5017114
26970.0, 0.5015919
26980.0, 0.5014725
26990.0, 0.50135297
27000.0, 0.5012337
27010.0, 0.5011144
27020.0, 0.50099516
27030.0, 0.50087607
27040.0, 0.500757
27050.0, 0.500638
27060.0, 0.5005192
27070.0, 0.50040036
27080.0, 0.5002815
27090.0, 0.5001628
27100.0, 0.5000442
27110.0, 0.4999256
27120.0, 0.49980715
27130.0, 0.49968877
27140.0, 0.49957046
27150.0, 0.4994522
27160.0, 0.499334
27170.0, 0.49921578
27180.0, 0.4990977
27190.0, 0.49897984
27200.0, 0.49886188
27210.0, 0.4987441
27220.0, 0.49862626
27230.0, 0.4985085
27240.0, 0.49839097
27250.0, 0.49827343
27260.0, 0.49815592
27270.0, 0.4980385
27280.0, 0.49792114
27290.0, 0.49780384
27300.0, 0.49768665
27310.0, 0.49756953
27320.0, 0.4974524
27330.0, 0.49733546
27340.0, 0.4972185
27350.0, 0.4971017
27360.0, 0.49698484
27370.0, 0.49686813
27380.0, 0.4967516
27390.0, 0.49663493
27400.0, 0.4965184
27410.0, 0.49640203
27420.0, 0.4962856
27430.0, 0.49616927
27440.0, 0.49605307
27450.0, 0.49593687
27460.0, 0.4958208
27470.0, 0.49570477
27480.0, 0.49558884
27490.0, 0.49547297
27500.0, 0.4953571
27510.0, 0.4952414
27520.0, 0.49512562
27530.0, 0.49501002
27540.0, 0.4948945
27550.0, 0.49477902
27560.0, 0.49466366
27570.0, 0.49454823
27580.0, 0.49443305
27590.0, 0.49431774
27600.0, 0.49420264
27610.0, 0.49408758
27620.0, 0.49397257
27630.0, 0.49385765
27640.0, 0.49374276
27650.0, 0.49362794
27660.0, 0.4935133
27670.0, 0.49339855
27680.0, 0.49328396
27690.0, 0.4931695
27700.0, 0.49305502
27710.0, 0.49294063
27720.0, 0.49282625
27730.0, 0.49271202
27740.0, 0.49259785
27750.0, 0.49248374
27760.0, 0.4923696
27770.0, 0.49225566
27780.0, 0.4921417
27790.0, 0.49202782
27800.0, 0.49191412
27810.0, 0.49180034
27820.0, 0.49168673
27830.0, 0.49157304
27840.0, 0.49145958
27850.0, 0.49134606
27860.0, 0.49123263
27870.0, 0.4911194
27880.0, 0.49100614
27890.0, 0.49089292
27900.0, 0.49077982
27910.0, 0.4906668
27920.0, 0.49055377
27930.0, 0.49044085
27940.0, 0.49032792
27950.0, 0.49021518
27960.0, 0.49010244
27970.0, 0.48998976
27980.0, 0.4898771
27990.0, 0.48976457
28000.0, 0.48965213
28010.0, 0.48953974
28020.0, 0.48942742
28030.0, 0.48931512
28040.0, 0.48920295
28050.0, 0.48909086
28060.0, 0.4889787
28070.0, 0.48886672
28080.0, 0.48875478
28090.0, 0.4886429
28100.0, 0.48853102
28110.0, 0.48841932
28120.0, 0.4883076
28130.0, 0.48819596
28140.0, 0.48808447
28150.0, 0.487973
28160.0, 0.4878615
28170.0, 0.4877501
28180.0, 0.48763886
28190.0, 0.48752755
28200.0, 0.48741645
28210.0, 0.4873053
28220.0, 0.4871943
28230.0, 0.48708338
28240.0, 0.48697242
28250.0, 0.48686156
28260.0, 0.48675072
28270.0, 0.48664013
28280.0, 0.48652938
28290.0, 0.48641878
28300.0, 0.48630822
28310.0, 0.4861978
28320.0, 0.4860874
28330.0, 0.48597702
28340.0, 0.48586673
28350.0, 0.48575652
28360.0, 0.48564643
28370.0, 0.4855363
28380.0, 0.48542625
28390.0, 0.4853164
28400.0, 0.48520643
28410.0, 0.48509657
28420.0, 0.48498687
28430.0, 0.4848771
28440.0, 0.48476744
28450.0, 0.48465794
28460.0, 0.4845484
28470.0, 0.48443893
28480.0, 0.48432952
28490.0, 0.48422018
28500.0, 0.4841109
28510.0, 0.48400173
28520.0, 0.48389256
28530.0, 0.48378348
28540.0, 0.4836745
28550.0, 0.48356554
28560.0, 0.48345667
28570.0, 0.48334774
28580.0, 0.48323894
28590.0, 0.48313034
28600.0, 0.48302165
28610.0, 0.48291302
28620.0, 0.4828045
28630.0, 0.48269615
28640.0, 0.4825877
28650.0, 0.48247936
28660.0, 0.48237103
28670.0, 0.48226282
28680.0, 0.4821547
28690.0, 0.4820466
28700.0, 0.48193857
28710.0, 0.48183063
28720.0, 0.48172268
28730.0, 0.48161492
28740.0, 0.4815071
28750.0, 0.48139933
28760.0, 0.48129165
28770.0, 0.48118415
28780.0, 0.48107657
28790.0, 0.48096907
28800.0, 0.48086166
28810.0, 0.48075426
28820.0, 0.480647
28830.0, 0.48053977
28840.0, 0.4804326
28850.0, 0.48032546
28860.0, 0.48021844
28870.0, 0.48011145
28880.0, 0.4800045
28890.0, 0.47989756
28900.0, 0.47979087
28910.0, 0.47968403
28920.0, 0.47957736
28930.0, 0.47947073
28940.0, 0.47936413
28950.0, 0.47925764
28960.0, 0.4791512
28970.0, 0.47904477
28980.0, 0.47893843
28990.0, 0.47883222
29000.0, 0.47872597
29010.0, 0.4786199
29020.0, 0.47851372
29030.0, 0.47840762
29040.0, 0.4783017
29050.0, 0.47819582
29060.0, 0.47808996
29070.0, 0.47798413
29080.0, 0.47787845
29090.0, 0.4777727
29100.0, 0.47766715
29110.0, 0.4775615
29120.0, 0.477456
29130.0, 0.47735065
29140.0, 0.47724524
29150.0, 0.47713992
29160.0, 0.4770346
29170.0, 0.4769295
29180.0, 0.4768243
29190.0, 0.4767192
29200.0, 0.47661415
29210.0, 0.47650924
29220.0, 0.4764043
29230.0, 0.4762994
29240.0, 0.47619468
29250.0, 0.47608992
29260.0, 0.4759852
29270.0, 0.47588065
29280.0, 0.47577608
29290.0, 0.47567156
29300.0, 0.47556713
29310.0, 0.47546273
29320.0, 0.47535843
29330.0, 0.47525415
29340.0, 0.4751499
29350.0, 0.4750458
29360.0, 0.4749417
29370.0, 0.47483763
29380.0, 0.47473374
29390.0, 0.47462964
29400.0, 0.47452587
29410.0, 0.47442204
29420.0, 0.47431836
29430.0, 0.47421458
29440.0, 0.47411102
29450.0, 0.47400743
29460.0, 0.4739039
29470.0, 0.47380045
29480.0, 0.47369704
29490.0, 0.47359368
29500.0, 0.47349045
29510.0, 0.47338715
29520.0, 0.47328392
29530.0, 0.4731809
29540.0, 0.4730778
29550.0, 0.4729748
29560.0, 0.4728718
29570.0, 0.47276887
29580.0, 0.47266614
29590.0, 0.4725633
29600.0, 0.4724606
29610.0, 0.47235787
29620.0, 0.47225532
29630.0, 0.47215277
29640.0, 0.47205028
29650.0, 0.47194782
29660.0, 0.47184542
29670.0, 0.47174317
29680.0, 0.4716409
29690.0, 0.4715386
29700.0, 0.47143647
29710.0, 0.47133437
29720.0, 0.47123232
29730.0, 0.4711303
29740.0, 0.4710284
29750.0, 0.47092652
29760.0, 0.47082475
29770.0, 0.47072294
29780.0, 0.47062126
29790.0, 0.4705195
29800.0, 0.47041804
29810.0, 0.47031647
29820.0, 0.47021493
29830.0, 0.4701135
29840.0, 0.47001216
29850.0, 0.4699108
29860.0, 0.4698095
29870.0, 0.46970832
29880.0, 0.46960714
29890.0, 0.46950603
29900.0, 0.46940503
29910.0, 0.469304
29920.0, 0.46920308
29930.0, 0.4691022
29940.0, 0.46900138
29950.0, 0.46890065
29960.0, 0.4687999
29970.0, 0.4686992
29980.0, 0.4685987
29990.0, 0.4684981
30000.0, 0.46839756
