Energy (in eV), SEEP yield of material CFRP-NASCAP at incidence 90.0 degree
20800.0, 488.75943
21000.0, 494.97375
21200.0, 501.20377
21400.0, 502.91843
21600.0, 509.16385
21800.0, 515.42444
22000.0, 517.12384
22200.0, 523.39935
22400.0, 529.6897
22600.0, 531.37396
22800.0, 537.6787
23000.0, 543.99786
23200.0, 545.6671
23400.0, 552.0001
23600.0, 553.655
23800.0, 560.0018
24000.0, 566.3621
24200.0, 568.00256
24400.0, 574.37616
24600.0, 580.763
24800.0, 582.3892
25000.0, 588.7888
25200.0, 595.20123
25400.0, 596.8135
25600.0, 603.2383
25800.0, 609.67554
26000.0, 611.27374
26200.0, 617.72296
26400.0, 624.1843
26600.0, 625.76874
26800.0, 632.2416
27000.0, 633.81287
27200.0, 640.2969
27400.0, 646.79254
27600.0, 648.35034
27800.0, 654.8569
28000.0, 661.3745
28200.0, 662.91895
28400.0, 669.44727
28600.0, 675.9864
28800.0, 677.5176
29000.0, 684.0668
29200.0, 685.5856
29400.0, 692.14465
29600.0, 698.71423
29800.0, 700.2199
30000.0, 706.799
30200.0, 713.3882
30400.0, 714.88104
30600.0, 721.4794
30800.0, 728.0875
31000.0, 729.56757
31200.0, 736.18463
31400.0, 737.65283
31600.0, 744.2785
31800.0, 750.9135
32000.0, 752.3691
32200.0, 759.01263
32400.0, 765.6651
32600.0, 767.1081
32800.0, 773.7687
33000.0, 775.20013
33200.0, 781.86865
33400.0, 788.54565
33600.0, 789.96484
33800.0, 796.64954
34000.0, 803.3425
34200.0, 804.7496
34400.0, 811.4499
34600.0, 812.8457
34800.0, 819.55304
35000.0, 826.26855
35200.0, 827.6522
35400.0, 834.3746
35600.0, 841.10474
35800.0, 842.4763
36000.0, 849.2131
36200.0, 850.57385
36400.0, 857.3171
36600.0, 864.0675
36800.0, 865.41656
37000.0, 872.1731
37200.0, 878.9371
37400.0, 880.27423
37600.0, 887.044
37800.0, 888.3706
38000.0, 895.14624
38200.0, 901.92865
38400.0, 903.2436
38600.0, 910.0316
38800.0, 911.33624
39000.0, 918.12964
39200.0, 924.9295
39400.0, 926.2226
39600.0, 933.0275
39800.0, 939.8389
40000.0, 941.12067
40200.0, 947.93695
40400.0, 949.20856
40600.0, 956.0297
40800.0, 962.857
41000.0, 964.1171
41200.0, 970.94885
41400.0, 977.7866
41600.0, 979.0356
41800.0, 985.8775
42000.0, 987.11664
42200.0, 993.9628
42400.0, 1000.8148
42600.0, 1002.04285
42800.0, 1008.8988
43000.0, 1015.76013
43200.0, 1016.9771
43400.0, 1023.8422
43600.0, 1025.0496
43800.0, 1031.9183
44000.0, 1038.7925
44200.0, 1039.9888
44400.0, 1046.8666
44600.0, 1048.0532
44800.0, 1054.9346
45000.0, 1061.8206
45200.0, 1062.9966
45400.0, 1069.8859
45600.0, 1076.7798
45800.0, 1077.9451
46000.0, 1084.8423
46200.0, 1085.9979
46400.0, 1092.8982
46600.0, 1099.8031
46800.0, 1100.9482
47000.0, 1107.8556
47200.0, 1114.7678
47400.0, 1115.9021
47600.0, 1122.8168
47800.0, 1123.942
48000.0, 1130.8594
48200.0, 1137.7806
48400.0, 1138.8955
48600.0, 1145.8192
48800.0, 1146.9252
49000.0, 1153.8513
49200.0, 1160.7814
49400.0, 1161.8768
49600.0, 1168.809
49800.0, 1175.7451
50000.0, 1176.8301
50200.0, 1183.7683
50400.0, 1184.8445
50600.0, 1191.7847
50800.0, 1198.7284
51000.0, 1199.7943
51200.0, 1206.7397
51400.0, 1213.6887
51600.0, 1214.7441
51800.0, 1221.695
52000.0, 1222.7421
52200.0, 1229.6942
52400.0, 1236.65
52600.0, 1237.6868
52800.0, 1244.6439
53000.0, 1245.6724
53200.0, 1252.6309
53400.0, 1259.5922
53600.0, 1260.6106
53800.0, 1267.5736
54000.0, 1274.5396
54200.0, 1275.5477
54400.0, 1282.5148
54600.0, 1283.5148
54800.0, 1290.4829
55000.0, 1297.4539
55200.0, 1298.444
55400.0, 1305.4158
55600.0, 1312.3904
55800.0, 1313.3705
56000.0, 1320.346
56200.0, 1321.3182
56400.0, 1328.2946
56600.0, 1335.2732
56800.0, 1336.2355
57000.0, 1343.2148
57200.0, 1350.1968
57400.0, 1351.1493
57600.0, 1358.1317
57800.0, 1359.0764
58000.0, 1366.0593
58200.0, 1373.0447
58400.0, 1373.9796
58600.0, 1380.9653
58800.0, 1387.9531
59000.0, 1388.8784
59200.0, 1395.8666
59400.0, 1396.7839
59600.0, 1403.7723
59800.0, 1410.763
60000.0, 1411.6709
60200.0, 1418.6616
60400.0, 1425.6542
60600.0, 1426.5525
60800.0, 1433.5453
61000.0, 1434.4359
61200.0, 1441.4287
61400.0, 1448.4232
61600.0, 1449.3044
61800.0, 1456.2991
62000.0, 1463.2953
62200.0, 1464.167
62400.0, 1471.1631
62600.0, 1472.0275
62800.0, 1479.0234
63000.0, 1486.0208
63200.0, 1486.8759
63400.0, 1493.873
63600.0, 1500.8717
63800.0, 1501.7174
64000.0, 1508.7157
64200.0, 1509.5542
64400.0, 1516.5521
64600.0, 1523.5515
64800.0, 1524.3806
65000.0, 1531.3794
65200.0, 1538.3795
65400.0, 1539.1995
65600.0, 1546.1992
65800.0, 1553.2002
66000.0, 1554.011
66200.0, 1561.0112
66400.0, 1561.815
66600.0, 1568.8145
66800.0, 1575.8151
67000.0, 1576.6097
67200.0, 1583.6096
67400.0, 1590.6105
67600.0, 1591.3962
67800.0, 1598.3962
68000.0, 1599.1749
68200.0, 1606.1743
68400.0, 1613.1743
68600.0, 1613.944
68800.0, 1620.9432
69000.0, 1627.9435
69200.0, 1628.7042
69400.0, 1635.7037
69600.0, 1642.7036
69800.0, 1643.4554
70000.0, 1650.4543
70200.0, 1651.1996
70400.0, 1658.1973
70600.0, 1665.1958
70800.0, 1665.9323
71000.0, 1672.9296
71200.0, 1679.9277
71400.0, 1680.6554
71600.0, 1687.6522
71800.0, 1688.3732
72000.0, 1695.3685
72200.0, 1702.3645
72400.0, 1703.0769
72600.0, 1710.0715
72800.0, 1717.067
73000.0, 1717.7706
73200.0, 1724.7646
73400.0, 1731.759
73600.0, 1732.4542
73800.0, 1739.4473
74000.0, 1746.4404
74200.0, 1747.127
74400.0, 1754.1188
74600.0, 1754.7988
74800.0, 1761.7891
75000.0, 1768.7798
75200.0, 1769.4514
75400.0, 1776.4406
75600.0, 1783.4299
75800.0, 1784.0933
76000.0, 1791.0809
76200.0, 1798.069
76400.0, 1798.7239
76600.0, 1805.7102
76800.0, 1806.3586
77000.0, 1813.343
77200.0, 1820.328
77400.0, 1820.968
77600.0, 1827.951
77800.0, 1834.934
78000.0, 1835.5659
78200.0, 1842.5472
78400.0, 1849.5287
78600.0, 1850.1522
78800.0, 1857.1317
79000.0, 1864.1115
79200.0, 1864.7266
79400.0, 1871.7043
79600.0, 1872.3136
79800.0, 1879.2892
80000.0, 1886.2648
80200.0, 1886.8661
80400.0, 1893.8396
80600.0, 1900.8132
80800.0, 1901.4062
81000.0, 1908.3779
81200.0, 1915.3495
81400.0, 1915.9344
81600.0, 1922.9038
81800.0, 1929.873
82000.0, 1930.4501
82200.0, 1937.4174
82400.0, 1944.3843
82600.0, 1944.9531
82800.0, 1951.918
83000.0, 1952.481
83200.0, 1959.4436
83400.0, 1966.4061
83600.0, 1966.9613
83800.0, 1973.9214
84000.0, 1980.8815
84200.0, 1981.4285
84400.0, 1988.3862
84600.0, 1995.3438
84800.0, 1995.883
85000.0, 2002.8379
85200.0, 2009.7926
85400.0, 2010.3243
85600.0, 2017.2769
85800.0, 2024.2286
86000.0, 2024.7526
86200.0, 2031.702
86400.0, 2038.6514
86600.0, 2039.1674
86800.0, 2046.1143
87000.0, 2046.6248
87200.0, 2053.569
87400.0, 2060.513
87600.0, 2061.0156
87800.0, 2067.9573
88000.0, 2074.8982
88200.0, 2075.3936
88400.0, 2082.3318
88600.0, 2089.2698
88800.0, 2089.7573
89000.0, 2096.6926
89200.0, 2103.6274
89400.0, 2104.1077
89600.0, 2111.04
89800.0, 2117.9717
90000.0, 2118.444
90200.0, 2125.3733
90400.0, 2132.3018
90600.0, 2132.7668
90800.0, 2139.6929
91000.0, 2146.6182
91200.0, 2147.0757
91400.0, 2153.9983
91600.0, 2160.9204
91800.0, 2161.3704
92000.0, 2168.2898
92200.0, 2175.2085
92400.0, 2175.6511
92600.0, 2182.5671
92800.0, 2183.0044
93000.0, 2189.9175
93200.0, 2196.83
93400.0, 2197.2603
93600.0, 2204.1697
93800.0, 2211.0786
94000.0, 2211.5017
94200.0, 2218.4077
94400.0, 2225.3135
94600.0, 2225.7288
94800.0, 2232.6313
95000.0, 2239.5332
95200.0, 2239.9417
95400.0, 2246.8406
95600.0, 2253.7385
95800.0, 2254.14
96000.0, 2261.0354
96200.0, 2267.9294
96400.0, 2268.3237
96600.0, 2275.2153
96800.0, 2282.106
97000.0, 2282.493
97200.0, 2289.3806
97400.0, 2296.2676
97600.0, 2296.6475
97800.0, 2303.5315
98000.0, 2310.4146
98200.0, 2310.7876
98400.0, 2317.6677
98600.0, 2324.5469
98800.0, 2324.9128
99000.0, 2331.7888
99200.0, 2338.664
99400.0, 2339.023
99600.0, 2345.8953
99800.0, 2352.7664
100000.0, 2353.1182
