Energy (in eV), SEEE yield of material ITOC-NASCAP at isotropic incidence
   X,       Y
23180.0, 0.63045275
23190.0, 0.63029194
23200.0, 0.6301314
23210.0, 0.62997097
23220.0, 0.6298105
23230.0, 0.62965024
23240.0, 0.62949
23250.0, 0.62933
23260.0, 0.62917
23270.0, 0.62901026
23280.0, 0.6288504
23290.0, 0.62869084
23300.0, 0.62853134
23310.0, 0.62837183
23320.0, 0.6282126
23330.0, 0.62805337
23340.0, 0.62789434
23350.0, 0.6277353
23360.0, 0.6275765
23370.0, 0.6274177
23380.0, 0.6272591
23390.0, 0.6271004
23400.0, 0.62694204
23410.0, 0.62678367
23420.0, 0.6266254
23430.0, 0.6264672
23440.0, 0.6263092
23450.0, 0.6261514
23460.0, 0.62599343
23470.0, 0.6258358
23480.0, 0.6256782
23490.0, 0.6255208
23500.0, 0.62536335
23510.0, 0.62520605
23520.0, 0.62504894
23530.0, 0.6248917
23540.0, 0.62473494
23550.0, 0.624578
23560.0, 0.62442124
23570.0, 0.62426454
23580.0, 0.62410796
23590.0, 0.62395155
23600.0, 0.6237952
23610.0, 0.62363905
23620.0, 0.6234829
23630.0, 0.6233269
23640.0, 0.62317085
23650.0, 0.62301517
23660.0, 0.62285936
23670.0, 0.6227038
23680.0, 0.6225483
23690.0, 0.62239283
23700.0, 0.62223756
23710.0, 0.6220823
23720.0, 0.62192726
23730.0, 0.6217722
23740.0, 0.62161744
23750.0, 0.6214626
23760.0, 0.6213079
23770.0, 0.62115335
23780.0, 0.62099886
23790.0, 0.6208445
23800.0, 0.6206902
23810.0, 0.62053615
23820.0, 0.62038195
23830.0, 0.620228
23840.0, 0.62007415
23850.0, 0.6199204
23860.0, 0.6197667
23870.0, 0.61961305
23880.0, 0.61945975
23890.0, 0.61930645
23900.0, 0.619153
23910.0, 0.61899996
23920.0, 0.6188469
23930.0, 0.6186939
23940.0, 0.618541
23950.0, 0.61838835
23960.0, 0.61823577
23970.0, 0.6180831
23980.0, 0.6179307
23990.0, 0.6177783
24000.0, 0.6176261
24010.0, 0.6174739
24020.0, 0.61732185
24030.0, 0.61717
24040.0, 0.61701804
24050.0, 0.61686635
24060.0, 0.6167146
24070.0, 0.6165631
24080.0, 0.6164116
24090.0, 0.6162603
24100.0, 0.6161091
24110.0, 0.61595774
24120.0, 0.6158069
24130.0, 0.61565584
24140.0, 0.61550504
24150.0, 0.6153542
24160.0, 0.61520356
24170.0, 0.615053
24180.0, 0.61490256
24190.0, 0.6147521
24200.0, 0.61460185
24210.0, 0.61445177
24220.0, 0.6143016
24230.0, 0.61415166
24240.0, 0.6140018
24250.0, 0.613852
24260.0, 0.6137023
24270.0, 0.6135527
24280.0, 0.61340326
24290.0, 0.6132538
24300.0, 0.6131045
24310.0, 0.61295533
24320.0, 0.61280626
24330.0, 0.61265725
24340.0, 0.6125083
24350.0, 0.6123595
24360.0, 0.6122108
24370.0, 0.6120621
24380.0, 0.6119136
24390.0, 0.6117652
24400.0, 0.61161685
24410.0, 0.6114686
24420.0, 0.6113205
24430.0, 0.6111724
24440.0, 0.61102444
24450.0, 0.61087656
24460.0, 0.61072886
24470.0, 0.6105812
24480.0, 0.6104336
24490.0, 0.6102861
24500.0, 0.6101387
24510.0, 0.6099915
24520.0, 0.60984427
24530.0, 0.6096972
24540.0, 0.60955024
24550.0, 0.60940325
24560.0, 0.6092565
24570.0, 0.60910976
24580.0, 0.60896313
24590.0, 0.60881656
24600.0, 0.6086702
24610.0, 0.6085239
24620.0, 0.6083775
24630.0, 0.6082314
24640.0, 0.60808533
24650.0, 0.6079394
24660.0, 0.6077935
24670.0, 0.6076477
24680.0, 0.6075021
24690.0, 0.60735637
24700.0, 0.60721093
24710.0, 0.6070655
24720.0, 0.60692024
24730.0, 0.6067749
24740.0, 0.60662985
24750.0, 0.60648483
24760.0, 0.60633993
24770.0, 0.60619503
24780.0, 0.6060502
24790.0, 0.6059056
24800.0, 0.605761
24810.0, 0.60561645
24820.0, 0.60547215
24830.0, 0.6053278
24840.0, 0.6051836
24850.0, 0.6050395
24860.0, 0.6048955
24870.0, 0.60475147
24880.0, 0.6046077
24890.0, 0.6044639
24900.0, 0.6043203
24910.0, 0.6041767
24920.0, 0.6040331
24930.0, 0.6038898
24940.0, 0.6037465
24950.0, 0.6036033
24960.0, 0.6034602
24970.0, 0.60331714
24980.0, 0.6031742
24990.0, 0.6030313
25000.0, 0.60288864
25010.0, 0.60274595
25020.0, 0.6026033
25030.0, 0.60246086
25040.0, 0.60231847
25050.0, 0.60217625
25060.0, 0.602034
25070.0, 0.6018918
25080.0, 0.60174984
25090.0, 0.60160786
25100.0, 0.6014659
25110.0, 0.6013242
25120.0, 0.6011825
25130.0, 0.60104096
25140.0, 0.6008994
25150.0, 0.60075796
25160.0, 0.60061675
25170.0, 0.6004754
25180.0, 0.6003342
25190.0, 0.6001932
25200.0, 0.6000522
25210.0, 0.59991145
25220.0, 0.5997706
25230.0, 0.5996299
25240.0, 0.59948915
25250.0, 0.59934866
25260.0, 0.59920824
25270.0, 0.5990678
25280.0, 0.5989276
25290.0, 0.5987874
25300.0, 0.59864736
25310.0, 0.5985073
25320.0, 0.5983674
25330.0, 0.5982276
25340.0, 0.5980878
25350.0, 0.59794813
25360.0, 0.59780854
25370.0, 0.59766906
25380.0, 0.59752965
25390.0, 0.5973904
25400.0, 0.5972512
25410.0, 0.597112
25420.0, 0.5969729
25430.0, 0.596834
25440.0, 0.59669507
25450.0, 0.5965563
25460.0, 0.59641755
25470.0, 0.59627897
25480.0, 0.59614044
25490.0, 0.596002
25500.0, 0.5958636
25510.0, 0.59572536
25520.0, 0.5955871
25530.0, 0.595449
25540.0, 0.5953109
25550.0, 0.59517306
25560.0, 0.5950352
25570.0, 0.59489745
25580.0, 0.5947598
25590.0, 0.59462214
25600.0, 0.5944846
25610.0, 0.5943472
25620.0, 0.59420985
25630.0, 0.59407264
25640.0, 0.59393543
25650.0, 0.59379834
25660.0, 0.5936613
25670.0, 0.59352434
25680.0, 0.59338754
25690.0, 0.5932508
25700.0, 0.59311414
25710.0, 0.5929776
25720.0, 0.5928411
25730.0, 0.5927046
25740.0, 0.59256834
25750.0, 0.592432
25760.0, 0.5922958
25770.0, 0.59215987
25780.0, 0.59202373
25790.0, 0.59188783
25800.0, 0.591752
25810.0, 0.59161633
25820.0, 0.5914805
25830.0, 0.59134495
25840.0, 0.59120953
25850.0, 0.591074
25860.0, 0.5909388
25870.0, 0.59080344
25880.0, 0.5906683
25890.0, 0.59053314
25900.0, 0.59039825
25910.0, 0.59026337
25920.0, 0.5901285
25930.0, 0.5899937
25940.0, 0.58985895
25950.0, 0.5897244
25960.0, 0.58958983
25970.0, 0.5894554
25980.0, 0.5893211
25990.0, 0.58918685
26000.0, 0.58905256
26010.0, 0.5889185
26020.0, 0.5887846
26030.0, 0.58865047
26040.0, 0.58851665
26050.0, 0.5883829
26060.0, 0.58824915
26070.0, 0.5881156
26080.0, 0.58798194
26090.0, 0.58784854
26100.0, 0.5877152
26110.0, 0.5875819
26120.0, 0.58744866
26130.0, 0.5873156
26140.0, 0.5871825
26150.0, 0.5870495
26160.0, 0.58691657
26170.0, 0.58678377
26180.0, 0.58665097
26190.0, 0.5865184
26200.0, 0.5863858
26210.0, 0.5862533
26220.0, 0.58612084
26230.0, 0.5859886
26240.0, 0.5858563
26250.0, 0.5857242
26260.0, 0.585592
26270.0, 0.58546
26280.0, 0.58532804
26290.0, 0.58519614
26300.0, 0.5850645
26310.0, 0.58493274
26320.0, 0.58480114
26330.0, 0.5846695
26340.0, 0.5845381
26350.0, 0.58440673
26360.0, 0.58427536
26370.0, 0.58414423
26380.0, 0.584013
26390.0, 0.5838819
26400.0, 0.5837509
26410.0, 0.58361995
26420.0, 0.5834892
26430.0, 0.58335835
26440.0, 0.58322775
26450.0, 0.58309716
26460.0, 0.5829666
26470.0, 0.58283615
26480.0, 0.58270574
26490.0, 0.5825755
26500.0, 0.58244526
26510.0, 0.5823151
26520.0, 0.58218503
26530.0, 0.58205515
26540.0, 0.5819251
26550.0, 0.5817954
26560.0, 0.58166564
26570.0, 0.58153594
26580.0, 0.5814063
26590.0, 0.58127683
26600.0, 0.58114743
26610.0, 0.581018
26620.0, 0.5808887
26630.0, 0.5807594
26640.0, 0.5806304
26650.0, 0.5805013
26660.0, 0.58037233
26670.0, 0.58024335
26680.0, 0.58011454
26690.0, 0.57998586
26700.0, 0.5798571
26710.0, 0.57972854
26720.0, 0.5796001
26730.0, 0.5794716
26740.0, 0.5793432
26750.0, 0.5792149
26760.0, 0.57908666
26770.0, 0.57895845
26780.0, 0.5788304
26790.0, 0.5787025
26800.0, 0.5785745
26810.0, 0.5784467
26820.0, 0.5783189
26830.0, 0.5781912
26840.0, 0.5780636
26850.0, 0.57793605
26860.0, 0.5778086
26870.0, 0.57768106
26880.0, 0.57755387
26890.0, 0.5774266
26900.0, 0.5772995
26910.0, 0.57717234
26920.0, 0.5770454
26930.0, 0.5769184
26940.0, 0.57679147
26950.0, 0.5766647
26960.0, 0.57653797
26970.0, 0.57641137
26980.0, 0.57628477
26990.0, 0.5761582
27000.0, 0.57603186
27010.0, 0.5759055
27020.0, 0.57577914
27030.0, 0.5756529
27040.0, 0.5755269
27050.0, 0.57540077
27060.0, 0.57527477
27070.0, 0.57514894
27080.0, 0.5750231
27090.0, 0.5748973
27100.0, 0.5747716
27110.0, 0.574646
27120.0, 0.57452035
27130.0, 0.57439494
27140.0, 0.5742696
27150.0, 0.5741443
27160.0, 0.574019
27170.0, 0.5738938
27180.0, 0.5737686
27190.0, 0.5736437
27200.0, 0.5735187
27210.0, 0.57339376
27220.0, 0.573269
27230.0, 0.5731442
27240.0, 0.57301956
27250.0, 0.57289505
27260.0, 0.5727704
27270.0, 0.57264596
27280.0, 0.57252157
27290.0, 0.5723973
27300.0, 0.57227314
27310.0, 0.5721489
27320.0, 0.57202476
27330.0, 0.5719008
27340.0, 0.57177675
27350.0, 0.5716529
27360.0, 0.5715291
27370.0, 0.57140535
27380.0, 0.5712817
27390.0, 0.5711582
27400.0, 0.57103467
27410.0, 0.57091117
27420.0, 0.57078767
27430.0, 0.5706644
27440.0, 0.57054126
27450.0, 0.570418
27460.0, 0.5702949
27470.0, 0.5701719
27480.0, 0.5700489
27490.0, 0.5699261
27500.0, 0.5698032
27510.0, 0.5696806
27520.0, 0.56955785
27530.0, 0.5694352
27540.0, 0.56931263
27550.0, 0.56919026
27560.0, 0.5690678
27570.0, 0.56894547
27580.0, 0.5688232
27590.0, 0.5687011
27600.0, 0.56857896
27610.0, 0.56845695
27620.0, 0.56833494
27630.0, 0.56821305
27640.0, 0.5680912
27650.0, 0.5679695
27660.0, 0.56784767
27670.0, 0.5677261
27680.0, 0.56760454
27690.0, 0.567483
27700.0, 0.5673616
27710.0, 0.5672403
27720.0, 0.5671191
27730.0, 0.5669978
27740.0, 0.56687665
27750.0, 0.5667556
27760.0, 0.5666346
27770.0, 0.56651366
27780.0, 0.5663928
27790.0, 0.56627196
27800.0, 0.56615126
27810.0, 0.5660306
27820.0, 0.56591
27830.0, 0.5657895
27840.0, 0.565669
27850.0, 0.56554866
27860.0, 0.56542826
27870.0, 0.56530803
27880.0, 0.56518793
27890.0, 0.56506777
27900.0, 0.56494766
27910.0, 0.56482774
27920.0, 0.56470776
27930.0, 0.56458795
27940.0, 0.56446826
27950.0, 0.5643485
27960.0, 0.5642289
27970.0, 0.56410927
27980.0, 0.5639898
27990.0, 0.56387043
28000.0, 0.5637509
28010.0, 0.5636317
28020.0, 0.5635125
28030.0, 0.5633933
28040.0, 0.56327415
28050.0, 0.5631552
28060.0, 0.5630362
28070.0, 0.5629173
28080.0, 0.56279844
28090.0, 0.56267965
28100.0, 0.562561
28110.0, 0.5624424
28120.0, 0.56232375
28130.0, 0.5622054
28140.0, 0.56208676
28150.0, 0.56196845
28160.0, 0.56185025
28170.0, 0.561732
28180.0, 0.56161374
28190.0, 0.56149566
28200.0, 0.56137764
28210.0, 0.5612596
28220.0, 0.5611418
28230.0, 0.56102395
28240.0, 0.56090623
28250.0, 0.56078845
28260.0, 0.5606708
28270.0, 0.5605532
28280.0, 0.5604358
28290.0, 0.56031835
28300.0, 0.5602009
28310.0, 0.5600836
28320.0, 0.5599663
28330.0, 0.55984914
28340.0, 0.55973214
28350.0, 0.5596151
28360.0, 0.559498
28370.0, 0.5593811
28380.0, 0.5592643
28390.0, 0.5591475
28400.0, 0.55903083
28410.0, 0.5589141
28420.0, 0.55879754
28430.0, 0.558681
28440.0, 0.5585645
28450.0, 0.55844814
28460.0, 0.55833185
28470.0, 0.55821556
28480.0, 0.55809927
28490.0, 0.55798316
28500.0, 0.5578671
28510.0, 0.557751
28520.0, 0.5576351
28530.0, 0.5575193
28540.0, 0.55740345
28550.0, 0.55728763
28560.0, 0.55717194
28570.0, 0.5570564
28580.0, 0.55694073
28590.0, 0.55682534
28600.0, 0.55670995
28610.0, 0.55659443
28620.0, 0.5564792
28630.0, 0.556364
28640.0, 0.55624884
28650.0, 0.55613357
28660.0, 0.5560186
28670.0, 0.5559037
28680.0, 0.5557887
28690.0, 0.55567384
28700.0, 0.555559
28710.0, 0.5554443
28720.0, 0.55532956
28730.0, 0.55521494
28740.0, 0.55510044
28750.0, 0.554986
28760.0, 0.55487156
28770.0, 0.5547572
28780.0, 0.55464286
28790.0, 0.55452853
28800.0, 0.55441445
28810.0, 0.5543004
28820.0, 0.55418634
28830.0, 0.5540723
28840.0, 0.5539584
28850.0, 0.5538446
28860.0, 0.5537307
28870.0, 0.553617
28880.0, 0.5535034
28890.0, 0.5533898
28900.0, 0.55327624
28910.0, 0.5531627
28920.0, 0.5530493
28930.0, 0.55293596
28940.0, 0.55282265
28950.0, 0.5527094
28960.0, 0.5525963
28970.0, 0.5524831
28980.0, 0.55237
28990.0, 0.55225706
29000.0, 0.55214405
29010.0, 0.5520312
29020.0, 0.5519185
29030.0, 0.5518057
29040.0, 0.5516931
29050.0, 0.55158037
29060.0, 0.55146784
29070.0, 0.55135536
29080.0, 0.5512429
29090.0, 0.5511305
29100.0, 0.5510182
29110.0, 0.550906
29120.0, 0.5507937
29130.0, 0.5506816
29140.0, 0.5505695
29150.0, 0.5504576
29160.0, 0.55034554
29170.0, 0.55023366
29180.0, 0.55012184
29190.0, 0.55001
29200.0, 0.54989845
29210.0, 0.5497867
29220.0, 0.54967517
29230.0, 0.5495636
29240.0, 0.5494521
29250.0, 0.5493408
29260.0, 0.5492294
29270.0, 0.5491181
29280.0, 0.5490069
29290.0, 0.5488957
29300.0, 0.5487846
29310.0, 0.5486735
29320.0, 0.5485626
29330.0, 0.5484516
29340.0, 0.5483408
29350.0, 0.54822993
29360.0, 0.5481192
29370.0, 0.5480085
29380.0, 0.54789793
29390.0, 0.54778737
29400.0, 0.54767686
29410.0, 0.54756635
29420.0, 0.5474559
29430.0, 0.5473457
29440.0, 0.54723537
29450.0, 0.54712516
29460.0, 0.5470151
29470.0, 0.5469049
29480.0, 0.54679483
29490.0, 0.54668486
29500.0, 0.546575
29510.0, 0.5464651
29520.0, 0.5463553
29530.0, 0.54624563
29540.0, 0.54613596
29550.0, 0.5460263
29560.0, 0.54591674
29570.0, 0.54580724
29580.0, 0.54569775
29590.0, 0.54558843
29600.0, 0.54547906
29610.0, 0.5453698
29620.0, 0.5452606
29630.0, 0.54515135
29640.0, 0.54504234
29650.0, 0.54493326
29660.0, 0.54482424
29670.0, 0.5447153
29680.0, 0.5446065
29690.0, 0.5444978
29700.0, 0.5443889
29710.0, 0.54428023
29720.0, 0.5441717
29730.0, 0.54406303
29740.0, 0.5439545
29750.0, 0.543846
29760.0, 0.5437377
29770.0, 0.5436293
29780.0, 0.543521
29790.0, 0.5434128
29800.0, 0.5433046
29810.0, 0.5431965
29820.0, 0.54308844
29830.0, 0.5429805
29840.0, 0.5428725
29850.0, 0.5427646
29860.0, 0.5426567
29870.0, 0.542549
29880.0, 0.54244125
29890.0, 0.54233366
29900.0, 0.5422261
29910.0, 0.5421185
29920.0, 0.54201096
29930.0, 0.5419036
29940.0, 0.5417962
29950.0, 0.5416888
29960.0, 0.5415817
29970.0, 0.5414744
29980.0, 0.5413673
29990.0, 0.5412601
30000.0, 0.54115313
