Energy (in eV), SEEE yield of material CFRP-NASCAP at incidence 90.0 degree
1040.0, 1.0307156
1050.0, 1.026919
1060.0, 1.0231503
1070.0, 1.0194092
1080.0, 1.015696
1090.0, 1.0120107
1100.0, 1.0083529
1110.0, 1.0047231
1120.0, 1.0011207
1130.0, 0.99754584
1140.0, 0.9939984
1150.0, 0.9904782
1160.0, 0.98698515
1170.0, 0.9835189
1180.0, 0.9800794
1190.0, 0.9766664
1200.0, 0.97327983
1210.0, 0.9699193
1220.0, 0.9665846
1230.0, 0.9632756
1240.0, 0.959992
1250.0, 0.9567336
1260.0, 0.9535001
1270.0, 0.95029116
1280.0, 0.9471068
1290.0, 0.9439466
1300.0, 0.9408104
1310.0, 0.9376977
1320.0, 0.9346086
1330.0, 0.93154263
1340.0, 0.92849946
1350.0, 0.92547905
1360.0, 0.92248106
1370.0, 0.9195053
1380.0, 0.9165513
1390.0, 0.9136192
1400.0, 0.91070855
1410.0, 0.907819
1420.0, 0.90495056
1430.0, 0.9021026
1440.0, 0.8992753
1450.0, 0.89646816
1460.0, 0.89368117
1470.0, 0.89091396
1480.0, 0.88816625
1490.0, 0.88543814
1500.0, 0.8827289
1510.0, 0.8800388
1520.0, 0.8773675
1530.0, 0.8747145
1540.0, 0.87208
1550.0, 0.86946356
1560.0, 0.86686504
1570.0, 0.86428404
1580.0, 0.86172086
1590.0, 0.8591749
1600.0, 0.85664606
1610.0, 0.8541342
1620.0, 0.8516393
1630.0, 0.8491607
1640.0, 0.84669864
1650.0, 0.8442529
1660.0, 0.84182304
1670.0, 0.8394094
1680.0, 0.83701116
1690.0, 0.83462864
1700.0, 0.8322615
1710.0, 0.8299096
1720.0, 0.8275728
1730.0, 0.8252509
1740.0, 0.82294375
1750.0, 0.82065123
1760.0, 0.81837326
1770.0, 0.81610954
1780.0, 0.8138601
1790.0, 0.81162465
1800.0, 0.809403
1810.0, 0.8071951
1820.0, 0.805001
1830.0, 0.8028203
1840.0, 0.80065286
1850.0, 0.7984987
1860.0, 0.79635763
1870.0, 0.7942295
1880.0, 0.79211426
1890.0, 0.7900117
1900.0, 0.7879217
1910.0, 0.7858442
1920.0, 0.783779
1930.0, 0.7817261
1940.0, 0.77968526
1950.0, 0.77765644
1960.0, 0.7756395
1970.0, 0.77363425
1980.0, 0.77164066
1990.0, 0.76965874
2000.0, 0.7676883
2010.0, 0.765729
2020.0, 0.7637811
2030.0, 0.7618442
2040.0, 0.75991845
2050.0, 0.75800353
2060.0, 0.7560996
2070.0, 0.75420624
2080.0, 0.7523235
2090.0, 0.75045145
2100.0, 0.7485897
2110.0, 0.7467383
2120.0, 0.7448973
2130.0, 0.74306625
2140.0, 0.74124545
2150.0, 0.73943454
2160.0, 0.73763365
2170.0, 0.7358425
2180.0, 0.7340611
2190.0, 0.7322893
2200.0, 0.73052716
2210.0, 0.7287743
2220.0, 0.72703105
2230.0, 0.7252971
2240.0, 0.72357225
2250.0, 0.7218567
2260.0, 0.7201501
2270.0, 0.7184525
2280.0, 0.716764
2290.0, 0.7150842
2300.0, 0.7134133
2310.0, 0.711751
2320.0, 0.7100973
2330.0, 0.7084523
2340.0, 0.70681566
2350.0, 0.70518756
2360.0, 0.7035678
2370.0, 0.7019563
2380.0, 0.7003529
2390.0, 0.69875777
2400.0, 0.69717073
2410.0, 0.6955917
2420.0, 0.6940206
2430.0, 0.6924575
2440.0, 0.6909021
2450.0, 0.6893545
2460.0, 0.68781465
2470.0, 0.6862824
2480.0, 0.6847577
2490.0, 0.6832406
2500.0, 0.681731
2510.0, 0.6802287
2520.0, 0.6787338
2530.0, 0.67724615
2540.0, 0.6757658
2550.0, 0.67429256
2560.0, 0.6728265
2570.0, 0.6713675
2580.0, 0.6699155
2590.0, 0.66847056
2600.0, 0.6670324
2610.0, 0.6656012
2620.0, 0.6641767
2630.0, 0.662759
2640.0, 0.661348
2650.0, 0.65994364
2660.0, 0.658546
2670.0, 0.6571548
2680.0, 0.6557701
2690.0, 0.6543919
2700.0, 0.6530201
2710.0, 0.65165466
2720.0, 0.65029556
2730.0, 0.6489427
2740.0, 0.6475961
2750.0, 0.6462556
2760.0, 0.6449213
2770.0, 0.6435931
2780.0, 0.6422709
2790.0, 0.64095473
2800.0, 0.6396445
2810.0, 0.63834023
2820.0, 0.6370418
2830.0, 0.6357492
2840.0, 0.6344625
2850.0, 0.6331814
2860.0, 0.63190603
2870.0, 0.6306364
2880.0, 0.62937236
2890.0, 0.6281139
2900.0, 0.626861
2910.0, 0.62561363
2920.0, 0.62437177
2930.0, 0.6231353
2940.0, 0.6219042
2950.0, 0.62067854
2960.0, 0.61945814
2970.0, 0.61824304
2980.0, 0.6170332
2990.0, 0.6158286
3000.0, 0.61462915
