#    time,   allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, ions2, ions2, ions2, ions2, ions2, ions2, ions2, ions2, ions2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, 
#        ,   allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7, 
271.9116, -0.0022105454, -2.3867084E-4, -3.5309797E-5, -6.144936E-6, -2.071154E-5, -5.7222533E-5, -0.0015934189, -2.2586087E-4, -3.3205546E-5, 2.5635603E-5, 2.9513947E-6, 1.2241427E-6, 2.3365766E-7, 3.7235108E-7, 1.8071773E-6, 6.3968487E-6, 1.1598592E-5, 1.0514368E-6, -1.4118331E-9, -1.3555018E-11, -5.188403E-13, -1.28027234E-14, -4.9436984E-13, -8.364116E-13, -1.3791068E-9, -1.7115481E-14, -1.729163E-11, 2.8664546E-5, 3.2470477E-6, 1.3105914E-6, 2.2798413E-7, 4.5296372E-7, 2.0497032E-6, 9.593991E-6, 1.0684989E-5, 1.0972735E-6, -7.805225E-4, -9.338989E-5, -3.7205547E-5, -6.5096333E-6, -1.4888448E-5, -5.9978272E-5, -2.9106572E-4, -2.4781554E-4, -2.9669445E-5, -0.0011375579, -1.325413E-4, -1.0225803E-8, 0.0, -3.3245703E-6, -5.952511E-7, -9.970469E-4, 0.0, -4.039772E-6, -3.0544252E-4, -9.691154E-6, -2.3112531E-7, -4.7156608E-8, -5.3040543E-7, -3.6413933E-8, -2.9403032E-4, -2.1308514E-7, -6.6280336E-7, -2.3023138E-6, -5.309893E-7, -1.20716595E-14, 0.0, -1.7712547E-6, -2.9599446E-15, -6.967509E-11, 0.0, -6.0932467E-15, -3.9018378E-5, -8.715927E-6, -3.9763228E-7, -4.978901E-8, -1.0221756E-6, -4.6948142E-7, -2.7265343E-5, -1.15814366E-7, -9.822163E-7, 
279.66968, -0.0020143557, -2.2370389E-4, -3.7828522E-5, -6.107058E-6, -1.9533285E-5, -5.6212564E-5, -0.0014158953, -2.226259E-4, -3.2449207E-5, 2.662474E-5, 2.9245607E-6, 1.2273073E-6, 2.2993474E-7, 3.9224398E-7, 1.9152394E-6, 6.793019E-6, 1.2033478E-5, 1.1089572E-6, -8.520787E-10, -7.436778E-12, -2.6876247E-13, -6.411561E-15, -3.0770595E-13, -4.3326632E-13, -8.331813E-10, -7.870714E-15, -1.04365735E-11, 2.8916767E-5, 3.2858336E-6, 1.3248399E-6, 2.2498092E-7, 4.4883396E-7, 2.033672E-6, 9.732939E-6, 1.0760601E-5, 1.1050656E-6, -7.73139E-4, -9.249857E-5, -3.6856076E-5, -6.4453397E-6, -1.4767466E-5, -5.9414888E-5, -2.887142E-4, -2.4506974E-4, -2.9372719E-5, -9.924809E-4, -1.20485005E-4, -3.639545E-8, 0.0, -3.6914025E-6, -5.14341E-7, -8.641658E-4, 0.0, -3.588064E-6, -2.6617173E-4, -8.724659E-6, -1.4480106E-7, -8.5638625E-8, -7.255031E-7, -2.4965189E-8, -2.5568562E-4, -1.5612684E-7, -6.2441575E-7, -3.095037E-6, -3.921765E-14, -3.0949805E-6, 0.0, 0.0, -9.948587E-16, -5.682734E-11, 0.0, -4.674318E-16, -3.500964E-5, -8.206013E-6, -2.4841216E-7, -3.099491E-8, -1.1899898E-6, -2.0728189E-7, -2.3854807E-5, -1.9412401E-7, -1.0780169E-6, 
298.2867, -0.0021998722, -2.3068361E-4, -3.564225E-5, -6.0552084E-6, -1.984804E-5, -5.6140416E-5, -0.0015984018, -2.2037952E-4, -3.2721386E-5, 2.7369622E-5, 3.0888602E-6, 1.2947161E-6, 2.4375868E-7, 4.001295E-7, 1.9438412E-6, 6.909808E-6, 1.2363019E-5, 1.1254958E-6, -7.59073E-10, -5.4366E-12, -1.9261723E-13, -4.410773E-15, -2.5437237E-13, -3.1051412E-13, -7.4337114E-10, -4.9254153E-15, -9.498534E-12, 2.8953731E-5, 3.2639607E-6, 1.3266222E-6, 2.2036467E-7, 4.528686E-7, 2.0557466E-6, 9.6805E-6, 1.0840372E-5, 1.1132994E-6, -7.69131E-4, -9.199239E-5, -3.6666035E-5, -6.408085E-6, -1.4711942E-5, -5.9108526E-5, -2.8774887E-4, -2.4329679E-4, -2.9198443E-5, -0.001145974, -1.2723246E-4, -7.2850956E-9, 0.0, -4.1031903E-6, -5.690119E-7, -0.0010099489, 0.0, -4.1131966E-6, -2.9988866E-4, -9.17937E-6, -1.7958266E-7, -5.6345115E-8, -5.8625983E-7, -8.17186E-8, -2.8910072E-4, -9.570745E-8, -6.089922E-7, -1.0357312E-6, -4.287551E-13, -1.0357054E-6, 0.0, -3.8064513E-15, -3.9150083E-16, -2.533014E-11, -2.616317E-17, -7.1268124E-16, -4.0165323E-5, -8.632221E-6, -3.7498316E-7, -5.4900916E-8, -1.2996443E-6, -3.8074347E-7, -2.8192899E-5, -1.9039527E-7, -1.039535E-6, 
309.19302, -0.002002255, -2.343757E-4, -3.4148252E-5, -5.97551E-6, -2.0122363E-5, -5.549416E-5, -0.0014037684, -2.1688496E-4, -3.1485743E-5, 2.84874E-5, 3.2618548E-6, 1.3430154E-6, 2.3534474E-7, 4.2348873E-7, 2.0493383E-6, 7.233159E-6, 1.2757295E-5, 1.183907E-6, -4.5169174E-10, -3.3210904E-12, -9.786653E-14, -2.1320889E-15, -1.6607161E-13, -1.5776859E-13, -4.420881E-10, -2.0888788E-15, -5.8566407E-12, 2.9198218E-5, 3.3013819E-6, 1.3381145E-6, 2.1625974E-7, 4.535577E-7, 2.064401E-6, 9.807746E-6, 1.0905507E-5, 1.111249E-6, -7.619797E-4, -9.116844E-5, -3.6318466E-5, -6.342921E-6, -1.4597484E-5, -5.8548212E-5, -2.857213E-4, -2.4038533E-4, -2.8897573E-5, -9.896229E-4, -1.2673513E-4, -2.3071975E-9, 0.0, -4.7122653E-6, -5.1573255E-7, -8.5397554E-4, 0.0, -3.6819904E-6, -2.67326E-4, -8.868561E-6, -1.5799473E-7, -8.4192905E-8, -5.0774037E-7, -1.7017851E-7, -2.5701587E-4, -7.218849E-8, -4.4926406E-7, -5.5477103E-6, -5.547657E-6, -2.2351904E-15, 0.0, 0.0, -1.6285954E-16, -5.309358E-11, 0.0, -3.1032256E-16, -3.5463843E-5, -8.619151E-6, -3.5061242E-7, 0.0, -1.1819197E-6, -3.7377606E-7, -2.4096073E-5, -9.024258E-8, -7.520655E-7, 
320.75186, -0.0022721097, -2.2767815E-4, -3.4047607E-5, -5.9579575E-6, -2.091449E-5, -5.5380555E-5, -0.001678081, -2.1776257E-4, -3.2287444E-5, 2.8524553E-5, 3.2005432E-6, 1.4137204E-6, 2.4630737E-7, 4.3362172E-7, 2.0563318E-6, 7.231511E-6, 1.2754975E-5, 1.1875427E-6, -4.776205E-10, -2.705785E-12, -8.647503E-14, -1.8153544E-15, -1.658175E-13, -1.3940457E-13, -4.674273E-10, -1.6352671E-15, -7.0922127E-12, 2.9229219E-5, 3.30328E-6, 1.361177E-6, 2.2149577E-7, 4.6177195E-7, 2.0570885E-6, 9.7425755E-6, 1.0952752E-5, 1.1290787E-6, -7.606752E-4, -9.091454E-5, -3.625316E-5, -6.328101E-6, -1.4584828E-5, -5.8442936E-5, -2.8579007E-4, -2.395301E-4, -2.8831404E-5, -0.0011990665, -1.2365407E-4, -2.5782747E-9, 0.0, -5.101729E-6, -5.8619645E-7, -0.0010655096, 0.0, -4.2123306E-6, -3.2310968E-4, -8.422465E-6, -1.5818401E-7, 0.0, -6.21404E-7, -7.39311E-16, -3.1311664E-4, -1.7581019E-7, -6.1514726E-7, -3.042421E-6, -1.5304262E-6, -1.8795612E-15, 0.0, -2.249188E-15, -1.6640273E-16, -1.8424996E-11, -1.5119764E-6, 0.0, -4.396929E-5, -9.660476E-6, -4.0858174E-7, -9.765978E-8, -1.5019217E-6, -4.6483936E-7, -3.063823E-5, -2.5240544E-7, -9.4517685E-7, 
332.57407, -0.002042616, -2.2968829E-4, -3.4005945E-5, -5.976383E-6, -2.1916085E-5, -5.4779663E-5, -0.0014508449, -2.1364713E-4, -3.1757518E-5, 2.9273211E-5, 3.3154918E-6, 1.3863912E-6, 2.502596E-7, 4.2555877E-7, 2.110811E-6, 7.4713485E-6, 1.3116173E-5, 1.1971781E-6, -3.4452918E-10, -2.2133248E-12, -5.5181926E-14, -1.1253517E-15, -1.2428748E-13, -8.895761E-14, -3.3591482E-10, -9.178165E-16, -6.1305535E-12, 2.9390441E-5, 3.3367721E-6, 1.3400745E-6, 2.31418E-7, 4.573633E-7, 2.0893647E-6, 9.763386E-6, 1.1045857E-5, 1.1262072E-6, -7.559417E-4, -9.041605E-5, -3.601704E-5, -6.2842378E-6, -1.4505293E-5, -5.80623E-5, -2.845072E-4, -2.3752106E-4, -2.8628567E-5, -0.0010267679, -1.2848676E-4, -3.2395058E-9, 0.0, -6.198973E-6, -5.219121E-7, -8.878628E-4, 0.0, -3.694099E-6, -2.7293657E-4, -8.929846E-6, -1.8311819E-7, -1.2501685E-7, -6.191988E-7, -8.1449386E-8, -2.6210732E-4, -2.5151166E-7, -6.3908186E-7, -7.784863E-6, -1.3649406E-13, -8.843523E-15, 0.0, 0.0, -3.7332985E-16, -7.784863E-6, 0.0, -1.1762411E-17, -3.7848236E-5, -8.507897E-6, -5.290116E-7, -4.880528E-8, -1.4755409E-6, -3.1417738E-7, -2.5817086E-5, -3.657162E-8, -1.1191495E-6, 
347.3159, -0.0022724727, -2.3365488E-4, -3.3822525E-5, -5.9289737E-6, -2.1767348E-5, -5.475423E-5, -0.0016770381, -2.1213449E-4, -3.3372016E-5, 2.9844294E-5, 3.4154598E-6, 1.3872229E-6, 2.5283728E-7, 4.387335E-7, 2.1453736E-6, 7.427383E-6, 1.3572504E-5, 1.2047831E-6, -3.4691283E-10, -1.9350769E-12, -4.7066185E-14, -9.322068E-16, -1.0612108E-13, -7.5874386E-14, -3.3708136E-10, -6.888175E-16, -7.6656945E-12, 2.9429313E-5, 3.3491892E-6, 1.3705612E-6, 2.2745601E-7, 4.5576584E-7, 2.0793134E-6, 9.801743E-6, 1.1017493E-5, 1.1277941E-6, -7.543172E-4, -9.0186346E-5, -3.5933794E-5, -6.2669988E-6, -1.4474972E-5, -5.792812E-5, -2.8444524E-4, -2.3653412E-4, -2.8547604E-5, -0.0012099231, -1.3090503E-4, -4.0475974E-9, 0.0, -5.981803E-6, -5.9695316E-7, -0.0010683105, 0.0, -4.124786E-6, -3.216129E-4, -9.223659E-6, -2.0781337E-7, -8.2717364E-8, -6.6390896E-7, -9.028267E-16, -3.0969904E-4, -1.3934445E-7, -1.5964131E-6, -3.8611864E-11, -2.447865E-13, -4.5066573E-16, 0.0, -3.5716582E-16, -3.6158584E-16, -3.8365873E-11, 0.0, -3.360612E-17, -4.5892783E-5, -1.0104486E-5, -4.346551E-7, -5.955074E-8, -1.5411623E-6, -4.5384192E-7, -3.181227E-5, -5.1036E-8, -1.4357827E-6, 
363.04065, -0.0020530892, -2.3060349E-4, -3.3446893E-5, -5.831074E-6, -2.2049053E-5, -5.4414013E-5, -0.0014587991, -2.0989498E-4, -3.8050366E-5, 3.0714193E-5, 3.5193152E-6, 1.4520143E-6, 2.74399E-7, 4.3060078E-7, 2.1832732E-6, 7.756529E-6, 1.3840029E-5, 1.2580313E-6, -2.4841398E-10, -1.4473772E-12, -2.7870904E-14, -5.2744477E-16, -7.347436E-14, -4.4930107E-14, -2.4131902E-10, -3.5132108E-16, -5.500439E-12, 2.9492125E-5, 3.3289355E-6, 1.3442523E-6, 2.181131E-7, 4.6190334E-7, 2.0791222E-6, 9.811183E-6, 1.11070685E-5, 1.1415467E-6, -7.488539E-4, -8.9585905E-5, -3.5660963E-5, -6.2152967E-6, -1.4377135E-5, -5.7488283E-5, -2.8299465E-4, -2.3422696E-4, -2.8304681E-5, -0.0010483944, -1.2926778E-4, -3.3675651E-9, 0.0, -6.408856E-6, -4.93548E-7, -9.083595E-4, 0.0, -3.861317E-6, -2.7038716E-4, -9.3890985E-6, -1.4622847E-7, -8.237529E-8, -5.99921E-7, -7.4363357E-16, -2.584293E-4, -1.7342629E-7, -1.5668147E-6, -5.859958E-6, -2.1483312E-13, -3.1679305E-15, 0.0, -1.0962076E-15, -7.8100756E-18, -1.4182223E-11, 0.0, -5.859944E-6, -3.9799743E-5, -9.20894E-6, -4.3259897E-7, -2.591387E-8, -1.5556459E-6, -6.9457826E-7, -2.6583193E-5, -4.4169053E-7, -8.5718136E-7, 
366.29727, -0.0023027633, -2.3880304E-4, -3.3351014E-5, -5.8319565E-6, -2.5085548E-5, -5.420211E-5, -0.0017051485, -2.0852895E-4, -3.1812324E-5, 3.07691E-5, 3.479238E-6, 1.4969617E-6, 2.5743287E-7, 4.286412E-7, 2.1674996E-6, 7.594158E-6, 1.4061618E-5, 1.2835528E-6, -2.4567712E-10, -1.2503397E-12, -2.2508716E-14, -4.0796783E-16, -6.0167014E-14, -3.6285828E-14, -2.4020688E-10, -2.4349844E-16, -4.100259E-12, 2.9632249E-5, 3.341332E-6, 1.366561E-6, 2.247567E-7, 4.712384E-7, 2.0807975E-6, 9.845622E-6, 1.1159483E-5, 1.142458E-6, -7.4673665E-4, -8.9298104E-5, -3.555031E-5, -6.192167E-6, -1.433562E-5, -5.73099E-5, -2.8291403E-4, -2.3298047E-4, -2.8156028E-5, -0.0012321218, -1.3650542E-4, -5.5692144E-9, 0.0, -6.3856046E-6, -6.014216E-7, -0.0010844037, 0.0, -4.22016E-6, -3.346933E-4, -9.597777E-6, -2.3450849E-7, -8.168242E-8, -5.443415E-7, -3.0351308E-7, -3.2310453E-4, -1.1088621E-7, -7.160506E-7, -3.0270894E-6, -4.9663046E-14, -1.1438848E-16, 0.0, -3.0270796E-6, -1.2837842E-17, -9.883643E-12, 0.0, -2.976409E-16, -4.658555E-5, -1.022231E-5, -4.241454E-7, -4.0297138E-8, -1.6927822E-6, -2.3557047E-7, -3.2165677E-5, -6.586711E-7, -1.146097E-6, 
369.61078, -0.001993195, -2.2832099E-4, -3.2911415E-5, -5.9119207E-6, -2.0521184E-5, -6.7567125E-5, -0.0014011437, -2.059913E-4, -3.0827425E-5, 3.1696803E-5, 3.6024614E-6, 1.4963837E-6, 2.6551498E-7, 4.6641597E-7, 2.2669863E-6, 7.920506E-6, 1.4345247E-5, 1.3332884E-6, -1.6493408E-10, -8.264242E-13, -1.4592326E-14, -2.631036E-16, -3.2973177E-14, -2.352398E-14, -1.6136928E-10, -1.5282637E-16, -2.66687E-12, 2.971323E-5, 3.3680928E-6, 1.3579216E-6, 2.1620778E-7, 4.752856E-7, 2.1305018E-6, 9.856547E-6, 1.1161832E-5, 1.1468406E-6, -7.419472E-4, -8.873464E-5, -3.5326906E-5, -6.1528285E-6, -1.4243508E-5, -5.6949735E-5, -2.81166E-4, -2.3140913E-4, -2.7964477E-5, -0.0010037775, -1.2800207E-4, -2.8194356E-9, 0.0, -5.2209975E-6, -4.8879986E-7, -8.6632196E-4, 0.0, -3.7408047E-6, -2.4993427E-4, -8.642298E-6, -1.3630661E-7, -1.7026092E-7, -6.1423515E-7, -1.7669553E-16, -2.3977853E-4, -3.481041E-8, -5.578445E-7, -2.0305704E-5, -1.2431229E-13, 0.0, 0.0, -2.5237023E-15, -1.4211509E-5, -6.0941957E-6, 0.0, -2.178623E-17, -3.8640235E-5, -9.912526E-6, -2.996899E-7, -7.055373E-8, -1.3841441E-6, -3.1457046E-7, -2.5559897E-5, -5.4428344E-8, -1.0444274E-6, 
384.21808, -0.0022895178, -2.3676385E-4, -3.304802E-5, -5.7930756E-6, -2.0464051E-5, -5.374217E-5, -0.001700624, -2.0746727E-4, -3.1615156E-5, 3.1697004E-5, 3.6512681E-6, 1.4948312E-6, 2.6618727E-7, 4.5384746E-7, 2.223774E-6, 7.946792E-6, 1.436133E-5, 1.2989741E-6, -1.7500895E-10, -7.693508E-13, -1.5102162E-14, -2.6975183E-16, -3.137445E-14, -2.4345875E-14, -1.7137258E-10, -1.5327123E-16, -2.7957727E-12, 2.9842842E-5, 3.4023235E-6, 1.3505619E-6, 2.259612E-7, 4.650806E-7, 2.110992E-6, 9.908076E-6, 1.123667E-5, 1.1431773E-6, -7.422081E-4, -8.873363E-5, -3.5344558E-5, -6.155046E-6, -1.4254358E-5, -5.69782E-5, -2.8134775E-4, -2.314193E-4, -2.7975213E-5, -0.0012321055, -1.3488016E-4, -4.768668E-9, 0.0, -4.746767E-6, -6.0521467E-7, -0.0010872749, 0.0, -4.593792E-6, -3.2876426E-4, -9.63528E-6, -1.5546219E-7, -8.104021E-8, -7.437792E-7, -2.0040469E-16, -3.1747576E-4, -1.2517312E-7, -5.477598E-7, -1.4709751E-6, -5.9703585E-14, -7.670409E-16, 0.0, -4.989313E-16, 0.0, -1.261274E-11, -1.4709625E-6, -3.4049827E-16, -4.650833E-5, -1.056836E-5, -3.8862333E-7, -4.913732E-8, -1.6380757E-6, -4.9351786E-7, -3.238024E-5, -4.9832064E-8, -9.405418E-7, 
399.2076, -0.0020988435, -2.5438194E-4, -3.555196E-5, -5.7294174E-6, -2.1421822E-5, -6.3325104E-5, -0.001483306, -2.0362853E-4, -3.149894E-5, 3.2588414E-5, 3.7291047E-6, 1.5274985E-6, 2.7290545E-7, 4.7229213E-7, 2.2874524E-6, 8.2009665E-6, 1.4749825E-5, 1.348372E-6, -1.2579048E-10, -5.938335E-13, -9.358777E-15, -1.6273646E-16, -2.5713247E-14, -1.5087087E-14, -1.223877E-10, -8.3563195E-17, -2.7585443E-12, 2.9938887E-5, 3.4221628E-6, 1.3809048E-6, 2.3103897E-7, 4.6237957E-7, 2.15701E-6, 9.886535E-6, 1.1248063E-5, 1.1507921E-6, -7.3731644E-4, -8.8185894E-5, -3.509941E-5, -6.1099045E-6, -1.4177049E-5, -5.6583005E-5, -2.8001206E-4, -2.2937769E-4, -2.777139E-5, -0.0010664285, -1.3271897E-4, -3.3204184E-9, 0.0, -5.7958605E-6, -5.047157E-7, -9.2302513E-4, 0.0, -4.3805017E-6, -2.8102525E-4, -9.521524E-6, -1.4903902E-7, -8.102483E-8, -5.578369E-7, -2.3580336E-8, -2.6999981E-4, -3.4659525E-8, -6.5777465E-7, -3.350323E-5, -2.027403E-5, -2.9478344E-6, 0.0, 0.0, -1.0281363E-5, -5.3564046E-12, 0.0, -2.333941E-17, -4.309752E-5, -1.0832774E-5, -2.6076208E-7, -4.2432042E-8, -1.8257463E-6, -3.7690435E-7, -2.835641E-5, -2.1405279E-7, -1.1884377E-6, 
407.16855, -0.0022602803, -2.2197726E-4, -3.2931814E-5, -5.6814356E-6, -2.2048718E-5, -5.9733113E-5, -0.0016842441, -2.0217198E-4, -3.1491676E-5, 3.2900673E-5, 3.7897646E-6, 1.5332724E-6, 3.0162897E-7, 4.884674E-7, 2.3314606E-6, 8.194504E-6, 1.4901031E-5, 1.3605422E-6, -1.2541392E-10, -5.0822795E-13, -7.530867E-15, -1.2876556E-16, -2.2305557E-14, -1.2140352E-14, -1.216412E-10, -5.944735E-17, -3.2223293E-12, 3.0044825E-5, 3.412918E-6, 1.3520222E-6, 2.2276697E-7, 4.7185657E-7, 2.1384535E-6, 9.943368E-6, 1.13523365E-5, 1.1511054E-6, -7.351776E-4, -8.770599E-5, -3.498862E-5, -6.089069E-6, -1.4141845E-5, -5.6404417E-5, -2.7992966E-4, -2.2824577E-4, -2.7672206E-5, -0.0012167844, -1.2470587E-4, -1.46440025E-8, 0.0, -6.3677035E-6, -5.6264065E-7, -0.0010808742, 0.0, -4.259226E-6, -3.1754334E-4, -8.100099E-6, -1.1143031E-7, -4.0178392E-8, -6.953043E-7, -1.01846275E-7, -3.0790363E-4, 0.0, -5.908231E-7, -6.759749E-6, -6.467595E-14, -2.2849804E-16, 0.0, -2.557903E-16, -6.759743E-6, -6.0169907E-12, 0.0, -1.3040512E-16, -4.6960504E-5, -8.667993E-6, -7.024114E-7, -7.65839E-8, -1.8041891E-6, -3.743873E-7, -3.3674285E-5, -1.7959098E-7, -1.4810636E-6, 
415.37927, -0.0020548464, -2.2551605E-4, -3.240579E-5, -5.6234912E-6, -2.1831034E-5, -5.251588E-5, -0.0014759797, -2.101566E-4, -3.0817868E-5, 3.360869E-5, 3.909894E-6, 1.5088872E-6, 2.6540457E-7, 4.697759E-7, 2.3103876E-6, 8.547838E-6, 1.5219806E-5, 1.3766936E-6, -8.9915124E-11, -3.732338E-13, -5.0571725E-15, -8.508842E-17, -1.4842597E-14, -8.152562E-15, -8.690759E-11, -3.7462345E-17, -2.6061165E-12, 3.0145258E-5, 3.4137902E-6, 1.3936481E-6, 2.382541E-7, 4.6299166E-7, 2.1389742E-6, 9.961616E-6, 1.13759725E-5, 1.1600101E-6, -7.3101924E-4, -8.727994E-5, -3.4786564E-5, -6.0525936E-6, -1.4064857E-5, -5.607868E-5, -2.7852794E-4, -2.2672128E-4, -2.7507424E-5, -0.0010579346, -1.283324E-4, -1.3861442E-9, 0.0, -5.8804126E-6, -5.3723403E-7, -9.190373E-4, 0.0, -4.1458206E-6, -2.787189E-4, -8.488998E-6, -1.3922495E-7, -4.0027974E-8, -6.7651496E-7, -1.0134734E-7, -2.686208E-4, -1.5747213E-7, -4.9451717E-7, -9.643939E-6, -1.9467324E-14, -3.0678256E-17, 0.0, 0.0, 0.0, -4.8105144E-12, -9.643934E-6, -3.3233713E-19, -4.128364E-5, -8.738394E-6, -3.811522E-7, -3.452857E-8, -2.142018E-6, -2.4798305E-7, -2.8303071E-5, -2.2969176E-7, -1.2068068E-6, 
422.80576, -0.0022308917, -2.33381E-4, -3.2244057E-5, -5.8103587E-6, -2.1126005E-5, -5.2688392E-5, -0.0016545131, -2.0001527E-4, -3.1113457E-5, 3.3643122E-5, 3.8860394E-6, 1.6011799E-6, 2.8992343E-7, 4.773943E-7, 2.3650405E-6, 8.48437E-6, 1.5134084E-5, 1.4050908E-6, -9.0348076E-11, -3.3244707E-13, -4.62294E-15, -7.726347E-17, -1.3048965E-14, -7.452539E-15, -8.7264E-11, -3.2019566E-17, -2.7263862E-12, 3.0218847E-5, 3.4465572E-6, 1.3716302E-6, 2.3406545E-7, 4.650845E-7, 2.1483547E-6, 9.977233E-6, 1.1408505E-5, 1.1674193E-6, -7.3006423E-4, -8.716142E-5, -3.4741166E-5, -6.044114E-6, -1.4048877E-5, -5.6005494E-5, -2.7842293E-4, -2.2617241E-4, -2.746786E-5, -0.001208666, -1.3282838E-4, -3.1923586E-9, 0.0, -5.446206E-6, -6.264099E-7, -0.0010652777, 0.0, -4.4842045E-6, -3.069768E-4, -9.15454E-6, -1.5310387E-7, -2.1777203E-7, -7.4402027E-7, -1.5483447E-7, -2.9580656E-4, -1.9454761E-7, -5.514415E-7, -6.187133E-12, -6.54894E-14, -2.1964214E-16, 0.0, -4.133126E-17, 0.0, -6.121374E-12, -9.429026E-19, -8.131473E-18, -4.9046263E-5, -1.1569271E-5, -3.194031E-7, -7.246197E-8, -1.829381E-6, -4.150435E-7, -3.3467353E-5, -1.9088404E-7, -1.182459E-6, 
430.5317, -0.0020536892, -2.269248E-4, -3.200949E-5, -5.627942E-6, -2.1606726E-5, -5.2162057E-5, -0.0014795194, -1.9835963E-4, -3.7479273E-5, 3.423138E-5, 3.8526914E-6, 1.6954899E-6, 3.1901376E-7, 5.026552E-7, 2.4490048E-6, 8.56663E-6, 1.5446598E-5, 1.3992982E-6, -6.8021914E-11, -2.4529326E-13, -3.2798674E-15, -5.407116E-17, -9.593296E-15, -5.2874062E-15, -6.564153E-11, -2.1296451E-17, -2.1168562E-12, 3.0261952E-5, 3.4289767E-6, 1.3927829E-6, 2.2989163E-7, 4.6339596E-7, 2.1367164E-6, 9.991793E-6, 1.1443485E-5, 1.1749105E-6, -7.264597E-4, -8.675005E-5, -3.456815E-5, -6.0127754E-6, -1.39857075E-5, -5.5726567E-5, -2.7723084E-4, -2.2485711E-4, -2.7328511E-5, -0.0010657421, -1.2713429E-4, -2.8778375E-9, 0.0, -5.683318E-6, -5.119482E-7, -9.2820294E-4, 0.0, -4.206777E-6, -2.7471044E-4, -8.638786E-6, -1.5853394E-7, -7.9568316E-8, -6.398137E-7, -1.7586343E-7, -2.6415612E-4, -1.4435206E-7, -7.17406E-7, -8.070081E-6, -1.423035E-6, -2.1658015E-17, 0.0, 0.0, -1.6084259E-17, -2.4346892E-12, 0.0, -6.647044E-6, -4.320021E-5, -1.0260332E-5, -3.682005E-7, -8.450342E-8, -2.263936E-6, -3.3339614E-7, -2.8487859E-5, -2.4824533E-7, -1.1537367E-6, 
443.5159, -0.002208391, -2.308311E-4, -3.2001237E-5, -5.5691926E-6, -2.1675856E-5, -5.7113386E-5, -0.0016321503, -1.982634E-4, -3.078648E-5, 3.4433993E-5, 3.9534248E-6, 1.6080496E-6, 2.9359217E-7, 4.9775196E-7, 2.4912601E-6, 8.710482E-6, 1.546771E-5, 1.4117174E-6, -6.781384E-11, -2.2093116E-13, -3.0317158E-15, -4.9316607E-17, -8.58851E-15, -4.887363E-15, -6.537531E-11, -1.8607474E-17, -2.201014E-12, 3.029519E-5, 3.4155248E-6, 1.4013107E-6, 2.3241476E-7, 4.6275275E-7, 2.1503472E-6, 1.0022106E-5, 1.14477425E-5, 1.1629912E-6, -7.256301E-4, -8.663462E-5, -3.452862E-5, -6.004738E-6, -1.3971461E-5, -5.566286E-5, -2.7714E-4, -2.244174E-4, -2.7270456E-5, -0.0011882138, -1.3240174E-4, -3.1339566E-9, 0.0, -5.6149042E-6, -5.721711E-7, -0.0010451765, 0.0, -4.4453614E-6, -3.063189E-4, -8.978495E-6, -1.3103717E-7, -9.0461135E-8, -7.1729414E-7, -1.0020187E-7, -2.9540664E-4, -2.4831223E-7, -6.4646144E-7, -4.9950168E-6, -1.33385726E-14, -9.370007E-17, 0.0, -2.6245067E-16, -4.995013E-6, -3.6394186E-12, 0.0, -7.108818E-20, -4.796228E-5, -1.018517E-5, -3.478046E-7, 0.0, -2.3327016E-6, -4.2475685E-7, -3.3159788E-5, -5.131538E-7, -9.989066E-7, 
