Energy (in eV), backscattering yield of material ka2k-NASCAP at isotropic incidence
   X,       Y
23220.0, 0.18863092
23230.0, 0.18862778
23240.0, 0.18862464
23250.0, 0.1886215
23260.0, 0.18861838
23270.0, 0.18861525
23280.0, 0.18861213
23290.0, 0.18860902
23300.0, 0.1886059
23310.0, 0.1886028
23320.0, 0.18859972
23330.0, 0.18859662
23340.0, 0.18859355
23350.0, 0.18859047
23360.0, 0.1885874
23370.0, 0.18858434
23380.0, 0.18858127
23390.0, 0.18857823
23400.0, 0.1885752
23410.0, 0.18857215
23420.0, 0.18856911
23430.0, 0.18856609
23440.0, 0.18856306
23450.0, 0.18856005
23460.0, 0.18855706
23470.0, 0.18855403
23480.0, 0.18855105
23490.0, 0.18854806
23500.0, 0.18854506
23510.0, 0.1885421
23520.0, 0.18853912
23530.0, 0.18853615
23540.0, 0.18853319
23550.0, 0.18853024
23560.0, 0.18852729
23570.0, 0.18852434
23580.0, 0.1885214
23590.0, 0.18851846
23600.0, 0.18851554
23610.0, 0.18851262
23620.0, 0.18850972
23630.0, 0.1885068
23640.0, 0.18850389
23650.0, 0.188501
23660.0, 0.18849811
23670.0, 0.18849522
23680.0, 0.18849234
23690.0, 0.18848947
23700.0, 0.18848659
23710.0, 0.18848374
23720.0, 0.18848088
23730.0, 0.18847802
23740.0, 0.18847518
23750.0, 0.18847235
23760.0, 0.1884695
23770.0, 0.18846668
23780.0, 0.18846385
23790.0, 0.18846105
23800.0, 0.18845823
23810.0, 0.18845542
23820.0, 0.18845262
23830.0, 0.18844983
23840.0, 0.18844703
23850.0, 0.18844426
23860.0, 0.18844147
23870.0, 0.1884387
23880.0, 0.18843594
23890.0, 0.18843317
23900.0, 0.1884304
23910.0, 0.18842766
23920.0, 0.18842493
23930.0, 0.18842217
23940.0, 0.18841945
23950.0, 0.1884167
23960.0, 0.18841398
23970.0, 0.18841127
23980.0, 0.18840855
23990.0, 0.18840586
24000.0, 0.18840314
24010.0, 0.18840045
24020.0, 0.18839775
24030.0, 0.18839507
24040.0, 0.18839239
24050.0, 0.18838972
24060.0, 0.18838704
24070.0, 0.18838437
24080.0, 0.18838172
24090.0, 0.18837906
24100.0, 0.18837641
24110.0, 0.18837377
24120.0, 0.18837114
24130.0, 0.1883685
24140.0, 0.18836586
24150.0, 0.18836324
24160.0, 0.18836063
24170.0, 0.18835802
24180.0, 0.1883554
24190.0, 0.18835281
24200.0, 0.18835022
24210.0, 0.18834761
24220.0, 0.18834503
24230.0, 0.18834245
24240.0, 0.18833987
24250.0, 0.18833731
24260.0, 0.18833475
24270.0, 0.18833217
24280.0, 0.1883296
24290.0, 0.18832706
24300.0, 0.18832451
24310.0, 0.18832198
24320.0, 0.18831944
24330.0, 0.18831691
24340.0, 0.1883144
24350.0, 0.18831187
24360.0, 0.18830934
24370.0, 0.18830684
24380.0, 0.18830433
24390.0, 0.18830183
24400.0, 0.18829934
24410.0, 0.18829684
24420.0, 0.18829437
24430.0, 0.18829188
24440.0, 0.1882894
24450.0, 0.18828695
24460.0, 0.18828447
24470.0, 0.18828201
24480.0, 0.18827955
24490.0, 0.1882771
24500.0, 0.18827465
24510.0, 0.18827221
24520.0, 0.18826978
24530.0, 0.18826735
24540.0, 0.18826492
24550.0, 0.18826249
24560.0, 0.18826008
24570.0, 0.18825766
24580.0, 0.18825525
24590.0, 0.18825285
24600.0, 0.18825047
24610.0, 0.18824805
24620.0, 0.18824567
24630.0, 0.18824328
24640.0, 0.1882409
24650.0, 0.18823853
24660.0, 0.18823616
24670.0, 0.18823381
24680.0, 0.18823144
24690.0, 0.18822908
24700.0, 0.18822673
24710.0, 0.18822439
24720.0, 0.18822204
24730.0, 0.18821971
24740.0, 0.18821737
24750.0, 0.18821505
24760.0, 0.18821272
24770.0, 0.18821041
24780.0, 0.18820809
24790.0, 0.18820578
24800.0, 0.18820348
24810.0, 0.18820117
24820.0, 0.18819888
24830.0, 0.18819658
24840.0, 0.18819429
24850.0, 0.18819202
24860.0, 0.18818974
24870.0, 0.18818747
24880.0, 0.1881852
24890.0, 0.18818295
24900.0, 0.18818069
24910.0, 0.18817843
24920.0, 0.18817618
24930.0, 0.18817393
24940.0, 0.18817168
24950.0, 0.18816943
24960.0, 0.18816721
24970.0, 0.188165
24980.0, 0.18816276
24990.0, 0.18816054
25000.0, 0.18815833
25010.0, 0.18815613
25020.0, 0.18815391
25030.0, 0.18815172
25040.0, 0.18814951
25050.0, 0.18814734
25060.0, 0.18814513
25070.0, 0.18814294
25080.0, 0.18814076
25090.0, 0.1881386
25100.0, 0.18813643
25110.0, 0.18813425
25120.0, 0.18813209
25130.0, 0.18812993
25140.0, 0.18812777
25150.0, 0.18812563
25160.0, 0.18812348
25170.0, 0.18812135
25180.0, 0.18811922
25190.0, 0.18811709
25200.0, 0.18811494
25210.0, 0.18811283
25220.0, 0.18811071
25230.0, 0.18810858
25240.0, 0.18810648
25250.0, 0.18810436
25260.0, 0.18810226
25270.0, 0.18810016
25280.0, 0.18809807
25290.0, 0.18809597
25300.0, 0.18809389
25310.0, 0.18809181
25320.0, 0.18808973
25330.0, 0.18808766
25340.0, 0.18808559
25350.0, 0.18808351
25360.0, 0.18808146
25370.0, 0.1880794
25380.0, 0.18807735
25390.0, 0.1880753
25400.0, 0.18807325
25410.0, 0.18807122
25420.0, 0.18806918
25430.0, 0.18806715
25440.0, 0.18806511
25450.0, 0.18806309
25460.0, 0.18806107
25470.0, 0.18805905
25480.0, 0.18805705
25490.0, 0.18805502
25500.0, 0.18805303
25510.0, 0.18805102
25520.0, 0.18804903
25530.0, 0.18804704
25540.0, 0.18804504
25550.0, 0.18804307
25560.0, 0.18804108
25570.0, 0.18803911
25580.0, 0.18803713
25590.0, 0.18803516
25600.0, 0.1880332
25610.0, 0.18803123
25620.0, 0.18802927
25630.0, 0.18802732
25640.0, 0.18802537
25650.0, 0.18802342
25660.0, 0.18802148
25670.0, 0.18801954
25680.0, 0.1880176
25690.0, 0.18801568
25700.0, 0.18801376
25710.0, 0.18801184
25720.0, 0.1880099
25730.0, 0.18800801
25740.0, 0.18800609
25750.0, 0.1880042
25760.0, 0.18800227
25770.0, 0.18800037
25780.0, 0.18799847
25790.0, 0.18799658
25800.0, 0.18799469
25810.0, 0.18799283
25820.0, 0.18799093
25830.0, 0.18798906
25840.0, 0.18798718
25850.0, 0.1879853
25860.0, 0.18798344
25870.0, 0.18798158
25880.0, 0.18797971
25890.0, 0.18797787
25900.0, 0.18797602
25910.0, 0.18797417
25920.0, 0.18797234
25930.0, 0.18797049
25940.0, 0.18796864
25950.0, 0.18796681
25960.0, 0.18796499
25970.0, 0.18796316
25980.0, 0.18796134
25990.0, 0.18795952
26000.0, 0.1879577
26010.0, 0.1879559
26020.0, 0.18795408
26030.0, 0.1879523
26040.0, 0.18795048
26050.0, 0.18794869
26060.0, 0.1879469
26070.0, 0.1879451
26080.0, 0.18794332
26090.0, 0.18794152
26100.0, 0.18793975
26110.0, 0.18793799
26120.0, 0.18793622
26130.0, 0.18793444
26140.0, 0.18793267
26150.0, 0.18793093
26160.0, 0.18792915
26170.0, 0.18792741
26180.0, 0.18792564
26190.0, 0.18792391
26200.0, 0.18792216
26210.0, 0.18792042
26220.0, 0.1879187
26230.0, 0.18791695
26240.0, 0.18791522
26250.0, 0.18791349
26260.0, 0.18791176
26270.0, 0.18791005
26280.0, 0.18790832
26290.0, 0.18790662
26300.0, 0.18790491
26310.0, 0.18790321
26320.0, 0.1879015
26330.0, 0.1878998
26340.0, 0.18789811
26350.0, 0.18789642
26360.0, 0.18789472
26370.0, 0.18789303
26380.0, 0.18789136
26390.0, 0.18788968
26400.0, 0.187888
26410.0, 0.18788633
26420.0, 0.18788466
26430.0, 0.18788299
26440.0, 0.18788134
26450.0, 0.18787968
26460.0, 0.18787801
26470.0, 0.18787636
26480.0, 0.1878747
26490.0, 0.18787307
26500.0, 0.18787143
26510.0, 0.18786979
26520.0, 0.18786815
26530.0, 0.18786652
26540.0, 0.18786488
26550.0, 0.18786326
26560.0, 0.18786164
26570.0, 0.18786001
26580.0, 0.1878584
26590.0, 0.18785678
26600.0, 0.18785518
26610.0, 0.18785356
26620.0, 0.18785198
26630.0, 0.18785036
26640.0, 0.18784876
26650.0, 0.18784717
26660.0, 0.18784559
26670.0, 0.187844
26680.0, 0.1878424
26690.0, 0.18784082
26700.0, 0.18783924
26710.0, 0.18783766
26720.0, 0.1878361
26730.0, 0.18783452
26740.0, 0.18783295
26750.0, 0.18783139
26760.0, 0.18782984
26770.0, 0.18782827
26780.0, 0.18782674
26790.0, 0.18782519
26800.0, 0.18782364
26810.0, 0.18782209
26820.0, 0.18782054
26830.0, 0.187819
26840.0, 0.18781748
26850.0, 0.18781593
26860.0, 0.18781441
26870.0, 0.18781288
26880.0, 0.18781136
26890.0, 0.18780984
26900.0, 0.18780833
26910.0, 0.18780681
26920.0, 0.18780531
26930.0, 0.18780379
26940.0, 0.18780228
26950.0, 0.1878008
26960.0, 0.18779929
26970.0, 0.1877978
26980.0, 0.18779631
26990.0, 0.18779482
27000.0, 0.18779333
27010.0, 0.18779184
27020.0, 0.18779036
27030.0, 0.18778887
27040.0, 0.1877874
27050.0, 0.18778594
27060.0, 0.18778446
27070.0, 0.18778299
27080.0, 0.18778154
27090.0, 0.18778007
27100.0, 0.18777862
27110.0, 0.18777716
27120.0, 0.18777572
27130.0, 0.18777426
27140.0, 0.18777281
27150.0, 0.18777138
27160.0, 0.18776992
27170.0, 0.18776849
27180.0, 0.18776706
27190.0, 0.18776563
27200.0, 0.1877642
27210.0, 0.18776278
27220.0, 0.18776135
27230.0, 0.18775994
27240.0, 0.18775852
27250.0, 0.18775709
27260.0, 0.18775569
27270.0, 0.18775427
27280.0, 0.18775287
27290.0, 0.18775147
27300.0, 0.18775007
27310.0, 0.18774866
27320.0, 0.18774728
27330.0, 0.18774588
27340.0, 0.1877445
27350.0, 0.1877431
27360.0, 0.18774173
27370.0, 0.18774034
27380.0, 0.18773896
27390.0, 0.18773758
27400.0, 0.18773621
27410.0, 0.18773484
27420.0, 0.18773347
27430.0, 0.1877321
27440.0, 0.18773074
27450.0, 0.18772939
27460.0, 0.18772803
27470.0, 0.18772669
27480.0, 0.18772534
27490.0, 0.18772398
27500.0, 0.18772264
27510.0, 0.1877213
27520.0, 0.18771994
27530.0, 0.18771861
27540.0, 0.18771729
27550.0, 0.18771595
27560.0, 0.18771462
27570.0, 0.18771328
27580.0, 0.18771197
27590.0, 0.18771064
27600.0, 0.18770933
27610.0, 0.187708
27620.0, 0.1877067
27630.0, 0.18770538
27640.0, 0.18770407
27650.0, 0.18770278
27660.0, 0.18770146
27670.0, 0.18770015
27680.0, 0.18769886
27690.0, 0.18769757
27700.0, 0.18769628
27710.0, 0.18769498
27720.0, 0.1876937
27730.0, 0.1876924
27740.0, 0.18769112
27750.0, 0.18768984
27760.0, 0.18768857
27770.0, 0.1876873
27780.0, 0.18768601
27790.0, 0.18768474
27800.0, 0.18768348
27810.0, 0.18768221
27820.0, 0.18768096
27830.0, 0.1876797
27840.0, 0.18767844
27850.0, 0.18767717
27860.0, 0.18767592
27870.0, 0.18767467
27880.0, 0.18767343
27890.0, 0.18767218
27900.0, 0.18767095
27910.0, 0.18766971
27920.0, 0.18766846
27930.0, 0.18766724
27940.0, 0.187666
27950.0, 0.18766476
27960.0, 0.18766354
27970.0, 0.18766232
27980.0, 0.1876611
27990.0, 0.18765987
28000.0, 0.18765865
28010.0, 0.18765745
28020.0, 0.18765622
28030.0, 0.18765502
28040.0, 0.18765381
28050.0, 0.1876526
28060.0, 0.1876514
28070.0, 0.1876502
28080.0, 0.187649
28090.0, 0.1876478
28100.0, 0.1876466
28110.0, 0.1876454
28120.0, 0.18764423
28130.0, 0.18764304
28140.0, 0.18764186
28150.0, 0.18764068
28160.0, 0.1876395
28170.0, 0.18763833
28180.0, 0.18763715
28190.0, 0.18763597
28200.0, 0.18763481
28210.0, 0.18763363
28220.0, 0.18763246
28230.0, 0.1876313
28240.0, 0.18763013
28250.0, 0.18762898
28260.0, 0.18762782
28270.0, 0.18762667
28280.0, 0.18762551
28290.0, 0.18762437
28300.0, 0.18762322
28310.0, 0.18762207
28320.0, 0.18762094
28330.0, 0.1876198
28340.0, 0.18761864
28350.0, 0.18761753
28360.0, 0.18761638
28370.0, 0.18761525
28380.0, 0.18761413
28390.0, 0.187613
28400.0, 0.18761186
28410.0, 0.18761076
28420.0, 0.18760963
28430.0, 0.18760853
28440.0, 0.1876074
28450.0, 0.18760628
28460.0, 0.18760517
28470.0, 0.18760405
28480.0, 0.18760295
28490.0, 0.18760185
28500.0, 0.18760076
28510.0, 0.18759964
28520.0, 0.18759854
28530.0, 0.18759745
28540.0, 0.18759637
28550.0, 0.18759528
28560.0, 0.18759418
28570.0, 0.1875931
28580.0, 0.18759201
28590.0, 0.18759093
28600.0, 0.18758984
28610.0, 0.18758877
28620.0, 0.1875877
28630.0, 0.18758662
28640.0, 0.18758555
28650.0, 0.18758447
28660.0, 0.18758342
28670.0, 0.18758234
28680.0, 0.18758127
28690.0, 0.18758021
28700.0, 0.18757915
28710.0, 0.1875781
28720.0, 0.18757705
28730.0, 0.187576
28740.0, 0.18757494
28750.0, 0.1875739
28760.0, 0.18757284
28770.0, 0.1875718
28780.0, 0.18757077
28790.0, 0.18756971
28800.0, 0.18756868
28810.0, 0.18756764
28820.0, 0.18756661
28830.0, 0.18756557
28840.0, 0.18756455
28850.0, 0.18756351
28860.0, 0.1875625
28870.0, 0.18756147
28880.0, 0.18756045
28890.0, 0.18755943
28900.0, 0.1875584
28910.0, 0.1875574
28920.0, 0.18755637
28930.0, 0.18755536
28940.0, 0.18755436
28950.0, 0.18755335
28960.0, 0.18755235
28970.0, 0.18755135
28980.0, 0.18755034
28990.0, 0.18754934
29000.0, 0.18754834
29010.0, 0.18754734
29020.0, 0.18754634
29030.0, 0.18754536
29040.0, 0.18754436
29050.0, 0.18754339
29060.0, 0.18754241
29070.0, 0.18754141
29080.0, 0.18754043
29090.0, 0.18753946
29100.0, 0.18753847
29110.0, 0.1875375
29120.0, 0.18753652
29130.0, 0.18753555
29140.0, 0.18753457
29150.0, 0.1875336
29160.0, 0.18753265
29170.0, 0.18753168
29180.0, 0.18753073
29190.0, 0.18752976
29200.0, 0.1875288
29210.0, 0.18752785
29220.0, 0.1875269
29230.0, 0.18752593
29240.0, 0.18752497
29250.0, 0.18752404
29260.0, 0.18752308
29270.0, 0.18752214
29280.0, 0.1875212
29290.0, 0.18752025
29300.0, 0.18751931
29310.0, 0.18751837
29320.0, 0.18751745
29330.0, 0.18751651
29340.0, 0.18751559
29350.0, 0.18751465
29360.0, 0.18751372
29370.0, 0.18751279
29380.0, 0.18751188
29390.0, 0.18751094
29400.0, 0.18751003
29410.0, 0.1875091
29420.0, 0.18750818
29430.0, 0.18750727
29440.0, 0.18750636
29450.0, 0.18750544
29460.0, 0.18750453
29470.0, 0.18750364
29480.0, 0.18750271
29490.0, 0.18750182
29500.0, 0.18750091
29510.0, 0.18750001
29520.0, 0.18749912
29530.0, 0.18749821
29540.0, 0.18749732
29550.0, 0.18749642
29560.0, 0.18749553
29570.0, 0.18749464
29580.0, 0.18749374
29590.0, 0.18749286
29600.0, 0.18749197
29610.0, 0.18749109
29620.0, 0.18749021
29630.0, 0.18748933
29640.0, 0.18748845
29650.0, 0.18748757
29660.0, 0.1874867
29670.0, 0.18748583
29680.0, 0.18748496
29690.0, 0.18748409
29700.0, 0.18748324
29710.0, 0.18748236
29720.0, 0.1874815
29730.0, 0.18748063
29740.0, 0.18747978
29750.0, 0.18747891
29760.0, 0.18747805
29770.0, 0.1874772
29780.0, 0.18747635
29790.0, 0.18747549
29800.0, 0.18747464
29810.0, 0.1874738
29820.0, 0.18747294
29830.0, 0.1874721
29840.0, 0.18747127
29850.0, 0.18747042
29860.0, 0.18746959
29870.0, 0.18746874
29880.0, 0.1874679
29890.0, 0.18746707
29900.0, 0.18746623
29910.0, 0.1874654
29920.0, 0.18746458
29930.0, 0.18746375
29940.0, 0.18746293
29950.0, 0.18746209
29960.0, 0.18746126
29970.0, 0.18746045
29980.0, 0.18745962
29990.0, 0.1874588
30000.0, 0.18745798
