Energy (in eV), backscattering yield of material ka2k-NASCAP at incidence 60.0 degree
2430.0, 0.3416061
2440.0, 0.3414262
2450.0, 0.34124655
2460.0, 0.34106714
2470.0, 0.340888
2480.0, 0.34070915
2490.0, 0.34053054
2500.0, 0.3403522
2510.0, 0.34017414
2520.0, 0.3399963
2530.0, 0.33981878
2540.0, 0.33964148
2550.0, 0.33946446
2560.0, 0.3392877
2570.0, 0.33911118
2580.0, 0.33893496
2590.0, 0.33875898
2600.0, 0.33858323
2610.0, 0.33840778
2620.0, 0.33823258
2630.0, 0.33805764
2640.0, 0.33788297
2650.0, 0.33770853
2660.0, 0.33753437
2670.0, 0.33736047
2680.0, 0.3371868
2690.0, 0.33701342
2700.0, 0.3368403
2710.0, 0.33666742
2720.0, 0.3364948
2730.0, 0.33632243
2740.0, 0.33615035
2750.0, 0.33597848
2760.0, 0.33580688
2770.0, 0.33563554
2780.0, 0.33546448
2790.0, 0.33529362
2800.0, 0.33512306
2810.0, 0.33495274
2820.0, 0.33478266
2830.0, 0.33461288
2840.0, 0.3344433
2850.0, 0.334274
2860.0, 0.33410493
2870.0, 0.33393615
2880.0, 0.3337676
2890.0, 0.3335993
2900.0, 0.33343124
2910.0, 0.33326346
2920.0, 0.3330959
2930.0, 0.3329286
2940.0, 0.33276156
2950.0, 0.33259478
2960.0, 0.33242825
2970.0, 0.33226195
2980.0, 0.3320959
2990.0, 0.3319301
3000.0, 0.33176455
3010.0, 0.33159927
3020.0, 0.33143422
3030.0, 0.3312694
3040.0, 0.33110484
3050.0, 0.33094054
3060.0, 0.33077648
3070.0, 0.3306127
3080.0, 0.3304491
3090.0, 0.3302858
3100.0, 0.3301227
3110.0, 0.32995987
3120.0, 0.3297973
3130.0, 0.32963493
3140.0, 0.32947287
3150.0, 0.329311
3160.0, 0.3291494
3170.0, 0.32898802
3180.0, 0.3288269
3190.0, 0.32866603
3200.0, 0.3285054
3210.0, 0.328345
3220.0, 0.32818487
3230.0, 0.32802495
3240.0, 0.3278653
3250.0, 0.32770586
3260.0, 0.3275467
3270.0, 0.32738775
3280.0, 0.32722902
3290.0, 0.3270706
3300.0, 0.32691237
3310.0, 0.32675436
3320.0, 0.32659665
3330.0, 0.32643914
3340.0, 0.32628188
3350.0, 0.32612485
3360.0, 0.32596806
3370.0, 0.3258115
3380.0, 0.3256552
3390.0, 0.32549912
3400.0, 0.32534328
3410.0, 0.32518768
3420.0, 0.32503232
3430.0, 0.3248772
3440.0, 0.32472232
3450.0, 0.32456768
3460.0, 0.32441324
3470.0, 0.32425904
3480.0, 0.3241051
3490.0, 0.3239514
3500.0, 0.3237979
3510.0, 0.32364467
3520.0, 0.32349166
3530.0, 0.32333887
3540.0, 0.32318634
3550.0, 0.32303402
3560.0, 0.32288194
3570.0, 0.3227301
3580.0, 0.32257846
3590.0, 0.3224271
3600.0, 0.32227594
3610.0, 0.32212502
3620.0, 0.32197434
3630.0, 0.32182387
3640.0, 0.32167366
3650.0, 0.32152364
3660.0, 0.32137388
3670.0, 0.32122433
3680.0, 0.32107502
3690.0, 0.32092595
3700.0, 0.3207771
3710.0, 0.32062846
3720.0, 0.32048008
3730.0, 0.32033193
3740.0, 0.320184
3750.0, 0.32003626
3760.0, 0.3198888
3770.0, 0.31974152
3780.0, 0.3195945
3790.0, 0.3194477
3800.0, 0.3193011
3810.0, 0.31915477
3820.0, 0.31900865
3830.0, 0.31886274
3840.0, 0.31871706
3850.0, 0.3185716
3860.0, 0.31842637
3870.0, 0.31828138
3880.0, 0.3181366
3890.0, 0.31799203
3900.0, 0.3178477
3910.0, 0.31770357
3920.0, 0.31755972
3930.0, 0.31741604
3940.0, 0.31727257
3950.0, 0.31712937
3960.0, 0.31698638
3970.0, 0.3168436
3980.0, 0.31670102
3990.0, 0.3165587
4000.0, 0.3164166
4010.0, 0.31627467
4020.0, 0.31613302
4030.0, 0.31599155
4040.0, 0.31585032
4050.0, 0.3157093
4060.0, 0.3155685
4070.0, 0.31542793
4080.0, 0.31528756
4090.0, 0.31514743
4100.0, 0.3150075
4110.0, 0.3148678
4120.0, 0.3147283
4130.0, 0.31458902
4140.0, 0.31444997
4150.0, 0.31431112
4160.0, 0.3141725
4170.0, 0.3140341
4180.0, 0.3138959
4190.0, 0.31375793
4200.0, 0.31362018
4210.0, 0.3134826
4220.0, 0.31334528
4230.0, 0.31320816
4240.0, 0.31307125
4250.0, 0.31293458
4260.0, 0.3127981
4270.0, 0.31266186
4280.0, 0.31252578
4290.0, 0.31238994
4300.0, 0.31225434
4310.0, 0.31211892
4320.0, 0.3119837
4330.0, 0.31184873
4340.0, 0.31171393
4350.0, 0.31157938
4360.0, 0.31144503
4370.0, 0.3113109
4380.0, 0.31117696
4390.0, 0.31104323
4400.0, 0.31090972
4410.0, 0.3107764
4420.0, 0.31064332
4430.0, 0.31051043
4440.0, 0.31037775
4450.0, 0.31024528
4460.0, 0.310113
4470.0, 0.30998096
4480.0, 0.3098491
4490.0, 0.30971748
4500.0, 0.30958605
4510.0, 0.30945483
4520.0, 0.30932382
4530.0, 0.30919302
4540.0, 0.3090624
4550.0, 0.308932
4560.0, 0.3088018
4570.0, 0.30867183
4580.0, 0.30854204
4590.0, 0.30841246
4600.0, 0.3082831
4610.0, 0.30815393
4620.0, 0.30802494
4630.0, 0.3078962
4640.0, 0.30776763
4650.0, 0.30763927
4660.0, 0.30751112
4670.0, 0.30738318
4680.0, 0.30725545
4690.0, 0.3071279
4700.0, 0.30700055
4710.0, 0.3068734
4720.0, 0.30674648
4730.0, 0.30661973
4740.0, 0.30649322
4750.0, 0.30636686
4760.0, 0.30624074
4770.0, 0.3061148
4780.0, 0.30598906
4790.0, 0.30586353
4800.0, 0.3057382
4810.0, 0.30561307
4820.0, 0.3054881
4830.0, 0.3053634
4840.0, 0.30523884
4850.0, 0.3051145
4860.0, 0.30499035
4870.0, 0.3048664
4880.0, 0.30474266
4890.0, 0.3046191
4900.0, 0.30449575
4910.0, 0.3043726
4920.0, 0.30424964
4930.0, 0.30412686
4940.0, 0.3040043
4950.0, 0.3038819
4960.0, 0.30375975
4970.0, 0.30363777
4980.0, 0.30351597
4990.0, 0.30339438
5000.0, 0.303273
5010.0, 0.30315176
5020.0, 0.30303076
5030.0, 0.30290994
5040.0, 0.30278933
5050.0, 0.3026689
5060.0, 0.30254865
5070.0, 0.3024286
5080.0, 0.30230874
5090.0, 0.30218908
5100.0, 0.3020696
5110.0, 0.30195034
5120.0, 0.30183125
5130.0, 0.30171236
5140.0, 0.30159363
5150.0, 0.30147514
5160.0, 0.3013568
5170.0, 0.30123866
5180.0, 0.30112073
5190.0, 0.30100295
5200.0, 0.3008854
5210.0, 0.30076802
5220.0, 0.30065084
5230.0, 0.30053383
5240.0, 0.300417
5250.0, 0.3003004
5260.0, 0.30018395
5270.0, 0.30006772
5280.0, 0.29995164
5290.0, 0.29983577
5300.0, 0.2997201
5310.0, 0.2996046
5320.0, 0.2994893
5330.0, 0.29937416
5340.0, 0.29925922
5350.0, 0.29914448
5360.0, 0.2990299
5370.0, 0.2989155
5380.0, 0.2988013
5390.0, 0.29868728
5400.0, 0.29857346
5410.0, 0.29845983
5420.0, 0.29834634
5430.0, 0.29823306
5440.0, 0.29811996
5450.0, 0.29800707
5460.0, 0.29789433
5470.0, 0.29778177
5480.0, 0.2976694
5490.0, 0.29755723
5500.0, 0.29744524
5510.0, 0.29733342
5520.0, 0.29722178
5530.0, 0.29711032
5540.0, 0.29699904
5550.0, 0.29688793
5560.0, 0.29677704
5570.0, 0.2966663
5580.0, 0.29655576
5590.0, 0.29644537
5600.0, 0.2963352
5610.0, 0.29622516
5620.0, 0.29611534
5630.0, 0.29600567
5640.0, 0.2958962
5650.0, 0.2957869
5660.0, 0.29567778
5670.0, 0.29556882
5680.0, 0.29546005
5690.0, 0.29535145
5700.0, 0.29524305
5710.0, 0.2951348
5720.0, 0.29502675
5730.0, 0.29491886
5740.0, 0.29481116
5750.0, 0.29470363
5760.0, 0.29459628
5770.0, 0.29448912
5780.0, 0.2943821
5790.0, 0.29427525
5800.0, 0.29416862
5810.0, 0.29406214
5820.0, 0.29395583
5830.0, 0.2938497
5840.0, 0.29374376
5850.0, 0.29363796
5860.0, 0.29353234
5870.0, 0.2934269
5880.0, 0.29332164
5890.0, 0.29321656
5900.0, 0.29311162
5910.0, 0.2930069
5920.0, 0.29290232
5930.0, 0.29279792
5940.0, 0.29269367
5950.0, 0.2925896
5960.0, 0.2924857
5970.0, 0.292382
5980.0, 0.29227844
5990.0, 0.29217508
6000.0, 0.29207188
6010.0, 0.29196882
6020.0, 0.29186597
6030.0, 0.29176328
6040.0, 0.29166073
6050.0, 0.29155838
6060.0, 0.2914562
6070.0, 0.29135415
6080.0, 0.29125232
6090.0, 0.2911506
6100.0, 0.2910491
6110.0, 0.29094774
6120.0, 0.29084656
6130.0, 0.29074553
6140.0, 0.29064468
6150.0, 0.290544
6160.0, 0.29044348
6170.0, 0.29034314
6180.0, 0.29024294
6190.0, 0.29014292
6200.0, 0.29004306
6210.0, 0.28994337
6220.0, 0.28984386
6230.0, 0.2897445
6240.0, 0.28964528
6250.0, 0.28954625
6260.0, 0.2894474
6270.0, 0.2893487
6280.0, 0.28925014
6290.0, 0.28915176
6300.0, 0.28905356
6310.0, 0.2889555
6320.0, 0.2888576
6330.0, 0.2887599
6340.0, 0.28866234
6350.0, 0.28856492
6360.0, 0.2884677
6370.0, 0.2883706
6380.0, 0.2882737
6390.0, 0.28817695
6400.0, 0.28808033
6410.0, 0.28798392
6420.0, 0.28788763
6430.0, 0.28779152
6440.0, 0.2876956
6450.0, 0.28759977
6460.0, 0.28750417
6470.0, 0.28740868
6480.0, 0.28731337
6490.0, 0.2872182
6500.0, 0.2871232
6510.0, 0.28702837
6520.0, 0.2869337
6530.0, 0.28683916
6540.0, 0.2867448
6550.0, 0.2866506
6560.0, 0.28655654
6570.0, 0.28646263
6580.0, 0.2863689
6590.0, 0.28627533
6600.0, 0.28618193
6610.0, 0.28608865
6620.0, 0.28599554
6630.0, 0.2859026
6640.0, 0.2858098
6650.0, 0.28571713
6660.0, 0.28562465
6670.0, 0.28553233
6680.0, 0.28544012
6690.0, 0.28534812
6700.0, 0.28525624
6710.0, 0.28516454
6720.0, 0.28507295
6730.0, 0.28498155
6740.0, 0.2848903
6750.0, 0.2847992
6760.0, 0.28470823
6770.0, 0.28461745
6780.0, 0.2845268
6790.0, 0.28443632
6800.0, 0.28434598
6810.0, 0.28425577
6820.0, 0.28416574
6830.0, 0.28407586
6840.0, 0.28398612
6850.0, 0.28389654
6860.0, 0.28380713
6870.0, 0.28371784
6880.0, 0.2836287
6890.0, 0.28353974
6900.0, 0.2834509
6910.0, 0.2833622
6920.0, 0.2832737
6930.0, 0.2831853
6940.0, 0.28309706
6950.0, 0.283009
6960.0, 0.28292105
6970.0, 0.28283325
6980.0, 0.28274563
6990.0, 0.28265813
7000.0, 0.28257078
7010.0, 0.2824836
7020.0, 0.28239655
7030.0, 0.28230965
7040.0, 0.2822229
7050.0, 0.2821363
7060.0, 0.28204983
7070.0, 0.2819635
7080.0, 0.28187734
7090.0, 0.28179133
7100.0, 0.28170544
7110.0, 0.2816197
7120.0, 0.28153414
7130.0, 0.2814487
7140.0, 0.2813634
7150.0, 0.28127822
7160.0, 0.28119323
7170.0, 0.28110838
7180.0, 0.28102365
7190.0, 0.28093907
7200.0, 0.28085464
7210.0, 0.28077036
7220.0, 0.2806862
7230.0, 0.28060222
7240.0, 0.28051835
7250.0, 0.28043464
7260.0, 0.28035107
7270.0, 0.28026763
7280.0, 0.28018433
7290.0, 0.28010118
7300.0, 0.28001818
7310.0, 0.2799353
7320.0, 0.2798526
7330.0, 0.27977002
7340.0, 0.27968755
7350.0, 0.27960527
7360.0, 0.2795231
7370.0, 0.2794411
7380.0, 0.2793592
7390.0, 0.27927747
7400.0, 0.27919585
7410.0, 0.2791144
7420.0, 0.27903306
7430.0, 0.27895188
7440.0, 0.27887082
7450.0, 0.2787899
7460.0, 0.27870914
7470.0, 0.27862853
7480.0, 0.27854803
7490.0, 0.27846766
7500.0, 0.27838746
7510.0, 0.27830738
7520.0, 0.27822742
7530.0, 0.2781476
7540.0, 0.27806795
7550.0, 0.2779884
7560.0, 0.277909
7570.0, 0.27782974
7580.0, 0.2777506
7590.0, 0.27767164
7600.0, 0.27759278
7610.0, 0.27751404
7620.0, 0.27743545
7630.0, 0.277357
7640.0, 0.2772787
7650.0, 0.27720052
7660.0, 0.27712247
7670.0, 0.27704453
7680.0, 0.27696675
7690.0, 0.27688912
7700.0, 0.2768116
7710.0, 0.27673423
7720.0, 0.276657
7730.0, 0.27657986
7740.0, 0.27650288
7750.0, 0.27642605
7760.0, 0.2763493
7770.0, 0.2762727
7780.0, 0.27619627
7790.0, 0.27611998
7800.0, 0.27604377
7810.0, 0.27596772
7820.0, 0.27589178
7830.0, 0.275816
7840.0, 0.27574033
7850.0, 0.27566478
7860.0, 0.27558938
7870.0, 0.2755141
7880.0, 0.27543896
7890.0, 0.27536395
7900.0, 0.27528906
7910.0, 0.2752143
7920.0, 0.27513966
7930.0, 0.27506518
7940.0, 0.2749908
7950.0, 0.27491656
7960.0, 0.27484244
7970.0, 0.27476847
7980.0, 0.27469462
7990.0, 0.2746209
8000.0, 0.27454728
8010.0, 0.2744738
8020.0, 0.27440044
8030.0, 0.27432725
8040.0, 0.27425414
8050.0, 0.2741812
8060.0, 0.27410832
8070.0, 0.27403563
8080.0, 0.27396303
8090.0, 0.27389055
8100.0, 0.27381822
8110.0, 0.273746
8120.0, 0.27367392
8130.0, 0.27360198
8140.0, 0.27353013
8150.0, 0.27345842
8160.0, 0.27338684
8170.0, 0.27331537
8180.0, 0.27324405
8190.0, 0.27317283
8200.0, 0.27310175
8210.0, 0.2730308
8220.0, 0.27295992
8230.0, 0.2728892
8240.0, 0.2728186
8250.0, 0.27274814
8260.0, 0.27267778
8270.0, 0.27260756
8280.0, 0.27253744
8290.0, 0.27246746
8300.0, 0.2723976
8310.0, 0.27232787
8320.0, 0.27225825
8330.0, 0.27218875
8340.0, 0.27211937
8350.0, 0.2720501
8360.0, 0.27198097
8370.0, 0.27191198
8380.0, 0.27184308
8390.0, 0.2717743
8400.0, 0.27170563
8410.0, 0.2716371
8420.0, 0.2715687
8430.0, 0.2715004
8440.0, 0.27143222
8450.0, 0.27136415
8460.0, 0.2712962
8470.0, 0.2712284
8480.0, 0.27116072
8490.0, 0.27109313
8500.0, 0.27102566
8510.0, 0.2709583
8520.0, 0.27089107
8530.0, 0.270824
8540.0, 0.270757
8550.0, 0.2706901
8560.0, 0.27062336
8570.0, 0.27055672
8580.0, 0.27049017
8590.0, 0.27042377
8600.0, 0.2703575
8610.0, 0.27029133
8620.0, 0.27022526
8630.0, 0.2701593
8640.0, 0.27009347
8650.0, 0.2700278
8660.0, 0.26996216
8670.0, 0.2698967
8680.0, 0.26983133
8690.0, 0.26976606
8700.0, 0.26970094
8710.0, 0.26963592
8720.0, 0.269571
8730.0, 0.26950622
8740.0, 0.26944152
8750.0, 0.26937696
8760.0, 0.2693125
8770.0, 0.26924816
8780.0, 0.26918396
8790.0, 0.26911983
8800.0, 0.26905584
8810.0, 0.26899195
8820.0, 0.26892817
8830.0, 0.2688645
8840.0, 0.26880094
8850.0, 0.26873752
8860.0, 0.2686742
8870.0, 0.26861098
8880.0, 0.26854786
8890.0, 0.2684849
8900.0, 0.268422
8910.0, 0.2683592
8920.0, 0.26829657
8930.0, 0.268234
8940.0, 0.26817158
8950.0, 0.26810926
8960.0, 0.26804703
8970.0, 0.26798493
8980.0, 0.26792294
8990.0, 0.26786104
9000.0, 0.26779926
9010.0, 0.2677376
9020.0, 0.26767603
9030.0, 0.26761457
9040.0, 0.26755324
9050.0, 0.267492
9060.0, 0.26743087
9070.0, 0.26736987
9080.0, 0.26730892
9090.0, 0.26724812
9100.0, 0.26718745
9110.0, 0.26712686
9120.0, 0.2670664
9130.0, 0.267006
9140.0, 0.26694572
9150.0, 0.26688558
9160.0, 0.26682553
9170.0, 0.26676556
9180.0, 0.26670572
9190.0, 0.266646
9200.0, 0.2665864
9210.0, 0.26652685
9220.0, 0.26646742
9230.0, 0.26640815
9240.0, 0.26634893
9250.0, 0.26628983
9260.0, 0.26623082
9270.0, 0.26617193
9280.0, 0.26611316
9290.0, 0.26605448
9300.0, 0.2659959
9310.0, 0.26593742
9320.0, 0.26587906
9330.0, 0.2658208
9340.0, 0.26576263
9350.0, 0.26570457
9360.0, 0.2656466
9370.0, 0.26558876
9380.0, 0.26553103
9390.0, 0.26547337
9400.0, 0.26541582
9410.0, 0.2653584
9420.0, 0.26530105
9430.0, 0.26524383
9440.0, 0.2651867
9450.0, 0.26512966
9460.0, 0.26507273
9470.0, 0.2650159
9480.0, 0.2649592
9490.0, 0.26490253
9500.0, 0.26484603
9510.0, 0.2647896
9520.0, 0.26473328
9530.0, 0.26467705
9540.0, 0.26462093
9550.0, 0.2645649
9560.0, 0.264509
9570.0, 0.26445317
9580.0, 0.26439744
9590.0, 0.26434183
9600.0, 0.2642863
9610.0, 0.26423088
9620.0, 0.26417556
9630.0, 0.26412034
9640.0, 0.2640652
9650.0, 0.2640102
9660.0, 0.26395524
9670.0, 0.26390043
9680.0, 0.26384568
9690.0, 0.26379105
9700.0, 0.26373652
9710.0, 0.2636821
9720.0, 0.26362774
9730.0, 0.2635735
9740.0, 0.26351935
9750.0, 0.2634653
9760.0, 0.26341134
9770.0, 0.2633575
9780.0, 0.26330373
9790.0, 0.26325005
9800.0, 0.2631965
9810.0, 0.26314303
9820.0, 0.26308966
9830.0, 0.26303637
9840.0, 0.2629832
9850.0, 0.2629301
9860.0, 0.2628771
9870.0, 0.2628242
9880.0, 0.26277143
9890.0, 0.2627187
9900.0, 0.26266608
9910.0, 0.2626136
9920.0, 0.26256117
9930.0, 0.26250884
9940.0, 0.2624566
9950.0, 0.26240444
9960.0, 0.2623524
9970.0, 0.26230046
9980.0, 0.2622486
9990.0, 0.2621968
10000.0, 0.26214516
10010.0, 0.26209357
10020.0, 0.2620421
10030.0, 0.2619907
10040.0, 0.26193938
10050.0, 0.26188818
10060.0, 0.26183707
10070.0, 0.26178604
10080.0, 0.2617351
10090.0, 0.26168427
10100.0, 0.26163352
10110.0, 0.26158288
10120.0, 0.2615323
10130.0, 0.26148182
10140.0, 0.26143146
10150.0, 0.26138115
10160.0, 0.26133096
10170.0, 0.26128083
10180.0, 0.26123083
10190.0, 0.26118088
10200.0, 0.26113105
10210.0, 0.2610813
10220.0, 0.26103163
10230.0, 0.26098207
10240.0, 0.2609326
10250.0, 0.2608832
10260.0, 0.2608339
10270.0, 0.2607847
10280.0, 0.26073557
10290.0, 0.26068652
10300.0, 0.26063758
10310.0, 0.26058874
10320.0, 0.26053998
10330.0, 0.26049128
10340.0, 0.2604427
10350.0, 0.2603942
10360.0, 0.2603458
10370.0, 0.26029745
10380.0, 0.2602492
10390.0, 0.26020104
10400.0, 0.26015297
10410.0, 0.260105
10420.0, 0.26005712
10430.0, 0.26000932
10440.0, 0.2599616
10450.0, 0.25991395
10460.0, 0.25986642
10470.0, 0.25981897
10480.0, 0.2597716
10490.0, 0.2597243
10500.0, 0.2596771
10510.0, 0.25963
10520.0, 0.25958297
10530.0, 0.25953603
10540.0, 0.25948915
10550.0, 0.2594424
10560.0, 0.2593957
10570.0, 0.2593491
10580.0, 0.2593026
10590.0, 0.25925615
10600.0, 0.2592098
10610.0, 0.25916353
10620.0, 0.25911734
10630.0, 0.25907126
10640.0, 0.25902525
10650.0, 0.25897932
10660.0, 0.25893345
10670.0, 0.2588877
10680.0, 0.25884202
10690.0, 0.25879645
10700.0, 0.25875092
10710.0, 0.2587055
10720.0, 0.25866014
10730.0, 0.2586149
10740.0, 0.2585697
10750.0, 0.2585246
10760.0, 0.2584796
10770.0, 0.25843465
10780.0, 0.2583898
10790.0, 0.25834504
10800.0, 0.25830033
10810.0, 0.25825572
10820.0, 0.2582112
10830.0, 0.25816676
10840.0, 0.2581224
10850.0, 0.25807813
10860.0, 0.25803393
10870.0, 0.2579898
10880.0, 0.25794575
10890.0, 0.25790182
10900.0, 0.25785792
10910.0, 0.25781414
10920.0, 0.2577704
10930.0, 0.25772676
10940.0, 0.25768322
10950.0, 0.25763974
10960.0, 0.2575963
10970.0, 0.257553
10980.0, 0.25750977
10990.0, 0.2574666
11000.0, 0.25742352
11010.0, 0.25738052
11020.0, 0.2573376
11030.0, 0.25729474
11040.0, 0.25725198
11050.0, 0.2572093
11060.0, 0.25716668
11070.0, 0.25712416
11080.0, 0.2570817
11090.0, 0.2570393
11100.0, 0.25699702
11110.0, 0.2569548
11120.0, 0.25691265
11130.0, 0.25687057
11140.0, 0.25682858
11150.0, 0.25678667
11160.0, 0.25674483
11170.0, 0.25670308
11180.0, 0.2566614
11190.0, 0.25661978
11200.0, 0.25657827
11210.0, 0.2565368
11220.0, 0.25649542
11230.0, 0.25645414
11240.0, 0.2564129
11250.0, 0.25637177
11260.0, 0.25633067
11270.0, 0.2562897
11280.0, 0.25624874
11290.0, 0.2562079
11300.0, 0.25616714
11310.0, 0.25612643
11320.0, 0.2560858
11330.0, 0.25604528
11340.0, 0.25600478
11350.0, 0.2559644
11360.0, 0.25592408
11370.0, 0.2558838
11380.0, 0.25584364
11390.0, 0.25580353
11400.0, 0.2557635
11410.0, 0.25572357
11420.0, 0.2556837
11430.0, 0.25564387
11440.0, 0.25560415
11450.0, 0.25556448
11460.0, 0.25552487
11470.0, 0.25548536
11480.0, 0.25544593
11490.0, 0.25540656
11500.0, 0.25536725
11510.0, 0.25532803
11520.0, 0.2552889
11530.0, 0.2552498
11540.0, 0.25521082
11550.0, 0.25517187
11560.0, 0.255133
11570.0, 0.2550942
11580.0, 0.2550555
11590.0, 0.25501683
11600.0, 0.25497827
11610.0, 0.25493976
11620.0, 0.25490132
11630.0, 0.25486296
11640.0, 0.25482467
11650.0, 0.25478643
11660.0, 0.25474828
11670.0, 0.2547102
11680.0, 0.2546722
11690.0, 0.25463426
11700.0, 0.25459638
